,nums,labels
0,sekshundrede og femogtreds; syvhundrede og syvogtredive,1
5111,ethundrede og nioghalvfjerds; tohundrede og syvogfyrre,1
5112,femhundrede og otteoghalvfems; syvhundrede og seksogtyve,1
5113,firehundrede og seksten; syvhundrede og syvogtredive,1
5114,nioghalvfems; niogfirs,0
5115,nihundrede og femogfirs; nihundrede og fyrre,0
5116,ethundrede og otteogtredive; ottehundrede og firs,1
5117,nihundrede og treogfyrre; femhundrede og enogtredive,0
5118,femhundrede og femogtyve; ethundrede og enogtreds,0
5119,firehundrede og treogtyve; sekshundrede og sytten,1
5120,treogtyve; ottehundrede og toogtyve,1
5121,tohundrede og otteoghalvtreds; syvhundrede og syvogtyve,1
5122,ottehundrede og seksogtredive; ottehundrede og treogtreds,1
5123,nihundrede og treogfyrre; tohundrede og femoghalvtreds,0
5124,nihundrede og otteoghalvfjerds; tohundrede og enogfyrre,0
5125,femhundrede og fireoghalvtreds; sekshundrede og syvoghalvfjerds,1
5126,ottehundrede og femogtreds; ottehundrede og syvoghalvtreds,0
5127,femhundrede og tooghalvfems; femhundrede og fireogtyve,0
5128,syvhundrede og seksten; firehundrede og fem,0
5129,firehundrede og fyrre; syvhundrede og seksoghalvfjerds,1
5130,ottehundrede og niogfyrre; sekshundrede og syv,0
5131,tohundrede og otteogtyve; femhundrede og fireogfyrre,1
5132,sekshundrede og tooghalvtreds; niogfyrre,0
5133,firehundrede og femogtredive; trehundrede og treoghalvfjerds,0
5134,ethundrede og tyve; ottehundrede og seksten,1
5135,tohundrede og fire; nihundrede og niogfirs,1
5136,ottehundrede og enogtreds; ethundrede og syvoghalvtreds,0
5137,firehundrede og toogtreds; femhundrede og syvoghalvtreds,1
5138,trehundrede og fireoghalvtreds; nihundrede og otteogfyrre,1
5139,syvhundrede og tredive; nihundrede og toogtredive,1
5140,enoghalvtreds; ottehundrede og ti,1
5141,sekshundrede og fyrre; trehundrede og tre,0
5142,tohundrede og treds; sekshundrede og syvoghalvfjerds,1
5143,ottehundrede og enoghalvfems; syvhundrede og tooghalvfjerds,0
5144,trehundrede og fem; nihundrede og otteoghalvfems,1
5145,ethundrede og fireoghalvfjerds; trehundrede og femogfyrre,1
5146,sekshundrede og tyve; otteoghalvfjerds,0
5147,nihundrede og fireogtredive; seksoghalvfems,0
5148,tohundrede og tretten; femhundrede og sytten,1
5149,ethundrede og enoghalvtreds; trehundrede og femogfirs,1
5150,sekshundrede og halvtreds; ethundrede og treoghalvtreds,0
5151,trehundrede og enogtyve; tohundrede og otteoghalvtreds,0
5152,ethundrede og treoghalvtreds; ottehundrede og toogtreds,1
5153,ottehundrede og fireogtredive; nihundrede og fjorten,1
5154,firehundrede og tolv; ottehundrede og syvogtyve,1
5155,ethundrede og et; ottehundrede og femogtyve,1
5156,nihundrede og seksogtredive; tohundrede og ti,0
5157,ottehundrede og treoghalvtreds; sekshundrede og treoghalvtreds,0
5158,ottehundrede og ni; sekshundrede og fireogfyrre,0
5159,trehundrede og tolv; sekshundrede og femogtredive,1
5160,sekshundrede og tolv; nihundrede og syvoghalvfems,1
5161,ethundrede og halvfems; sekshundrede og enoghalvtreds,1
5162,syvogtredive; trehundrede og treoghalvtreds,1
5163,firehundrede og fire; femhundrede og treogfyrre,1
5164,ottehundrede og enoghalvfems; femhundrede og fireogfyrre,0
5165,trehundrede og toogfyrre; ottehundrede og enogfirs,1
5166,syvhundrede og fireogtredive; firehundrede og fyrre,0
5167,syvhundrede og tyve; trehundrede og enoghalvtreds,0
5168,treogtreds; firehundrede og tretten,1
5169,firehundrede og tredive; syvhundrede og femogfyrre,1
5170,firehundrede og tooghalvtreds; femhundrede og et,1
5171,tohundrede og fireoghalvtreds; ottehundrede og enogtreds,1
5172,femhundrede og fireoghalvfjerds; femhundrede og syvogfirs,1
5173,nihundrede og syv; nihundrede og niogfirs,1
5174,nihundrede og tooghalvfjerds; nihundrede og enogfyrre,0
5175,sekshundrede og seksogfyrre; treoghalvfems,0
5176,femhundrede og femogtyve; ottehundrede og tooghalvfems,1
5177,syvhundrede og seks; trehundrede og syv,0
5178,sekshundrede og otte; tohundrede og otteoghalvfjerds,0
5179,ottehundrede og syvogfirs; tohundrede og nitten,0
5180,trehundrede og halvfems; ottehundrede og otteoghalvtreds,1
5181,syvhundrede og femogtredive; ethundrede og seksogtreds,0
5182,tohundrede og treoghalvfems; ethundrede og nioghalvtreds,0
5183,enogtreds; ethundrede og fireogtyve,1
5184,ottehundrede og atten; syvhundrede og femoghalvtreds,0
5185,firehundrede og syvoghalvtreds; firehundrede og firs,1
5186,nihundrede og toogfyrre; otteoghalvfems,0
5187,sekshundrede og ni; tohundrede og et,0
5188,nihundrede og otteogfirs; firehundrede og fireoghalvfems,0
5189,syvhundrede og femten; firehundrede og seksoghalvfjerds,0
5190,tohundrede og seksten; syvogfirs,0
5191,nihundrede og fireogfirs; firehundrede og fjorten,0
5192,tohundrede og tyve; femhundrede og otteogtreds,1
5193,syvhundrede og seksogtredive; ethundrede og tyve,0
5194,tohundrede og syv; femhundrede og toogfyrre,1
5195,fireogfirs; femhundrede og et,1
5196,toogtreds; tohundrede og toogtreds,1
5197,sekshundrede og syvogtyve; ottehundrede og tre,1
5198,trehundrede og fireoghalvfjerds; firehundrede og femogfyrre,1
5199,trehundrede og seksten; enoghalvfems,0
5200,nihundrede og ni; femhundrede og treogfyrre,0
5201,trehundrede og enogtredive; ethundrede og nioghalvfems,0
5202,nihundrede og treogtreds; trehundrede og toogfirs,0
5203,tohundrede og et; firehundrede og seksten,1
5204,syvhundrede og femogtredive; tohundrede og syvogfyrre,0
5205,sekshundrede og enogfyrre; firehundrede og treogfyrre,0
5206,tohundrede og enoghalvfems; ottehundrede og nitten,1
5207,nihundrede og seksogtredive; nihundrede og tolv,0
5208,trehundrede og tre; ottehundrede,1
5209,femhundrede og seks; syvhundrede og tolv,1
5210,ottehundrede og fireogfyrre; ottehundrede og fire,0
5211,femhundrede og fireoghalvtreds; nihundrede og seksoghalvfjerds,1
5212,ethundrede og femogtyve; sekshundrede og fireogtyve,1
5213,tohundrede og niogtredive; trehundrede,1
5214,nihundrede og nioghalvfems; tohundrede og enogtreds,0
5215,femhundrede og niogfyrre; nioghalvfems,0
5216,femoghalvfjerds; otteogtreds,0
5217,femhundrede og fireogtreds; nihundrede og toogtyve,1
5218,trehundrede og treogtreds; firehundrede og to,1
5219,femhundrede og syvogfirs; trehundrede og fireogfirs,0
5220,ottehundrede og syvoghalvtreds; ottehundrede og treds,1
5221,sekshundrede og toogtredive; firehundrede og tooghalvfjerds,0
5222,firehundrede og enoghalvfjerds; femhundrede og seks,1
5223,tohundrede og enoghalvtreds; nihundrede og seksogtredive,1
5224,nihundrede og femogfyrre; ottehundrede og toogtyve,0
5225,ethundrede og tyve; tohundrede og tretten,1
5226,syvogtyve; sekshundrede og elleve,1
5227,tohundrede og fireogfyrre; trehundrede og enogfyrre,1
5228,nioghalvtreds; sekshundrede og niogtreds,1
5229,syvhundrede og seksoghalvfems; syvhundrede og treoghalvtreds,0
5230,nihundrede og sytten; sekshundrede og enogfirs,0
5231,firehundrede og toogtredive; firehundrede og fireogfirs,1
5232,ethundrede og nitten; sekshundrede og tyve,1
5233,tohundrede og halvtreds; firehundrede og syvogtyve,1
5234,firehundrede og seksoghalvfjerds; sekshundrede,1
5235,sekshundrede og seksoghalvtreds; femhundrede og tretten,0
5236,tohundrede og fireoghalvfems; syvhundrede og syvogfyrre,1
5237,ethundrede og otteogfirs; syvhundrede og seksogtredive,1
5238,tooghalvtreds; syvhundrede og otteogtyve,1
5239,femhundrede og tolv; firehundrede og tooghalvfems,0
5240,tohundrede og seksogfyrre; femoghalvtreds,0
5241,syvhundrede og elleve; tooghalvtreds,0
5242,nihundrede og otteoghalvfems; ethundrede og syvogfirs,0
5243,nihundrede og syvoghalvfjerds; tohundrede og niogfirs,0
5244,ethundrede og enogtredive; ottehundrede og et,1
5245,trehundrede og seksoghalvtreds; seksogfyrre,0
5246,nihundrede og treogtyve; syvhundrede og seks,0
5247,tohundrede og toogtreds; syvhundrede og syvoghalvfjerds,1
5248,nihundrede og syvogtredive; tohundrede og et,0
5249,trehundrede og fyrre; trehundrede og tooghalvtreds,1
5250,sekshundrede og treoghalvfems; ethundrede og halvfems,0
5251,ethundrede og femogtredive; tohundrede og otteogtreds,1
5252,nihundrede og halvfems; nihundrede og toogtyve,0
5253,tohundrede og fireogtreds; ottehundrede og treoghalvtreds,1
5254,ethundrede og fireoghalvfems; femogtredive,0
5255,firehundrede og otte; firehundrede og enoghalvtreds,1
5256,trehundrede og fire; firehundrede og seksoghalvfems,1
5257,firehundrede og fire; syvhundrede og otte,1
5258,fireogtyve; tohundrede og nitten,1
5259,ethundrede og enogtyve; tohundrede og ni,1
5260,tohundrede og femogtreds; sekshundrede og otteogfyrre,1
5261,trehundrede og otteogtyve; trehundrede og enoghalvtreds,1
5262,tohundrede og fireoghalvfems; sekshundrede og otteogtredive,1
5263,firehundrede og treogtyve; nihundrede og niogtredive,1
5264,treds; ethundrede og seksoghalvfjerds,1
5265,trehundrede og tooghalvfjerds; trehundrede og elleve,0
5266,syvhundrede og atten; firehundrede og fireoghalvfems,0
5267,tohundrede og femogtyve; ethundrede og ti,0
5268,trehundrede og halvtreds; firehundrede,1
5269,otteogtyve; femhundrede og toogtyve,1
5270,ottehundrede og syvogfirs; tohundrede og ti,0
5271,firehundrede og tre; toogtredive,0
5272,trehundrede og femogtyve; syvoghalvtreds,0
5273,firehundrede og enoghalvfems; ottehundrede og elleve,1
5274,ottehundrede og treoghalvfems; sekshundrede og niogfirs,0
5275,ottehundrede og nioghalvfjerds; sekshundrede og femogtyve,0
5276,trehundrede og syvoghalvfems; femhundrede og nioghalvtreds,1
5277,ethundrede og tooghalvfems; ethundrede og treoghalvfems,1
5278,firehundrede og halvfems; nihundrede og seksogfirs,1
5279,nioghalvtreds; tohundrede og nitten,1
5280,ottehundrede og fire; firehundrede og syvoghalvfems,0
5281,ethundrede og niogtyve; femhundrede og fireoghalvfems,1
5282,trehundrede og otteogtyve; trehundrede og seksogtreds,1
5283,nihundrede og enogtyve; femogtredive,0
5284,syvhundrede og ni; sekshundrede og femogfirs,0
5285,ethundrede og enogfyrre; femhundrede og niogtreds,1
5286,femhundrede og fireoghalvfems; ottehundrede og seksoghalvfjerds,1
5287,ottehundrede og treoghalvfems; ottehundrede og femogtredive,0
5288,syvhundrede og niogtredive; femhundrede og tooghalvfjerds,0
5289,femogtredive; femhundrede og syvoghalvfjerds,1
5290,sekshundrede og femogtredive; nihundrede og tooghalvfjerds,1
5291,trehundrede og fireoghalvfems; trehundrede og tooghalvfems,0
5292,syvhundrede og toogtredive; nihundrede og to,1
5293,sekshundrede og enogtyve; femhundrede og otteogfyrre,0
5294,nihundrede og femoghalvfems; syvhundrede og otteogtredive,0
5295,sekshundrede og tolv; trehundrede og tre,0
5296,otteoghalvfjerds; sekshundrede og seksoghalvfems,1
5297,trehundrede og femogtyve; nihundrede og femoghalvtreds,1
5298,firehundrede og seksogfyrre; toogtreds,0
5299,tohundrede og ni; firehundrede og femten,1
5300,tohundrede og treds; trehundrede og treoghalvtreds,1
5301,sekshundrede og syvogtyve; syvhundrede og niogfirs,1
5302,femhundrede og treogtyve; nihundrede og tre,1
5303,sekshundrede og enogfyrre; firehundrede og fireogtredive,0
5304,tohundrede og niogfirs; nihundrede og syvogfirs,1
5305,sekshundrede og treoghalvfjerds; tohundrede og halvfjerds,0
5306,trehundrede og otte; ottehundrede og femogtreds,1
5307,trehundrede og otteoghalvfems; sekshundrede og fireogfirs,1
5308,tohundrede og niogtredive; sekshundrede og niogtyve,1
5309,firehundrede og tooghalvfems; sekshundrede og tredive,1
5310,trehundrede og femogtredive; firehundrede og atten,1
5311,ottehundrede og halvfjerds; trehundrede og otteoghalvtreds,0
5312,syvhundrede og femoghalvfems; nihundrede og syvogfirs,1
5313,nihundrede og fireogtyve; enogtyve,0
5314,ottehundrede og femogtreds; ottehundrede og treoghalvfems,1
5315,trehundrede og ti; ethundrede og ni,0
5316,syvhundrede og nioghalvtreds; trehundrede og syvogfirs,0
5317,syvhundrede og syvoghalvfjerds; ottehundrede og et,1
5318,trehundrede og fireoghalvfjerds; tohundrede og nioghalvfems,0
5319,tohundrede og syvogfyrre; firehundrede og syv,1
5320,toogfirs; ethundrede og seksogfyrre,1
5321,firehundrede og niogfyrre; firehundrede og firs,1
5322,trehundrede og toogfirs; nihundrede og treds,1
5323,tooghalvtreds; syvhundrede og tredive,1
5324,firehundrede og fireogtreds; ethundrede og niogfyrre,0
5325,ottehundrede og enogtyve; femhundrede og fire,0
5326,femhundrede og toogtyve; tohundrede og tooghalvfjerds,0
5327,ottehundrede og atten; femhundrede og syvogtyve,0
5328,syvhundrede og toogfirs; syvhundrede og otteoghalvtreds,0
5329,firehundrede og fireogtredive; firehundrede og ti,0
5330,femhundrede og seksogtyve; ni,0
5331,sekshundrede og enogtredive; femhundrede og syvogfyrre,0
5332,trehundrede og seksogtreds; enogfyrre,0
5333,nihundrede og seksogfirs; ethundrede og ni,0
5334,ottehundrede og otteogtreds; femhundrede og fireogtyve,0
5335,ethundrede og syvogtredive; atten,0
5336,ethundrede og syvogfirs; otteogtredive,0
5337,syvogfyrre; tohundrede og femogfyrre,1
5338,sekshundrede og niogtreds; nihundrede og niogtyve,1
5339,treoghalvfems; sekshundrede og toogfyrre,1
5340,ottehundrede og fjorten; tohundrede og treogtreds,0
5341,trehundrede og enogtreds; femhundrede og toogfyrre,1
5342,nihundrede og toogtyve; nihundrede og treoghalvfjerds,1
5343,syvhundrede og tretten; firehundrede og otteogtredive,0
5344,sekshundrede og halvtreds; femhundrede og tooghalvtreds,0
5345,tohundrede og fyrre; ethundrede og treogtyve,0
5346,ethundrede og otteoghalvtreds; ottehundrede og enogtredive,1
5347,nihundrede; sekshundrede og otteogtyve,0
5348,firehundrede og et; firehundrede og femogtyve,1
5349,firehundrede og syvogfirs; syvhundrede og fireogtreds,1
5350,syvhundrede og nioghalvfems; ottehundrede og seksogtyve,1
5351,nihundrede og seksogtredive; firehundrede og treogfirs,0
5352,ethundrede og fireoghalvfjerds; ethundrede og syvogtreds,0
5353,tohundrede og fireogtreds; femhundrede og otteogtyve,1
5354,femoghalvtreds; ottehundrede og otteogtreds,1
5355,femhundrede og treogtreds; ethundrede og fireogtyve,0
5356,femhundrede og enoghalvtreds; syvhundrede og otteogfyrre,1
5357,tohundrede og otteogtyve; femhundrede og treoghalvfjerds,1
5358,femhundrede og tre; syvhundrede og seksogfirs,1
5359,treogtreds; nihundrede og otteogfirs,1
5360,ethundrede og femogfyrre; tohundrede og seksogtyve,1
5361,syvhundrede og firs; syvhundrede og seksogtreds,0
5362,tohundrede og nioghalvfjerds; ottehundrede og syvogfirs,1
5363,trehundrede og niogfirs; sekshundrede og otteogtredive,1
5364,tohundrede og treogfirs; ottehundrede og ni,1
5365,nihundrede og tooghalvfjerds; femhundrede og nitten,0
5366,tohundrede og otteogfyrre; femhundrede og niogfyrre,1
5367,ethundrede og fyrre; ethundrede og syv,0
5368,firehundrede og seksoghalvfems; syvhundrede og toogfirs,1
5369,nihundrede og seks; tre,0
5370,ethundrede og fem; nihundrede og nioghalvtreds,1
5371,syvhundrede og niogtreds; firehundrede og otteoghalvfjerds,0
5372,sekshundrede og otteogtreds; ottehundrede og enogtreds,1
5373,ottehundrede og toogfirs; tohundrede og syvogtyve,0
5374,ethundrede og seksoghalvfjerds; nihundrede og nioghalvfems,1
5375,ottehundrede og niogtreds; treoghalvtreds,0
5376,tohundrede og treogtreds; nihundrede og niogfyrre,1
5377,firehundrede og femoghalvtreds; syvoghalvfjerds,0
5378,nihundrede og treogtredive; tohundrede og halvfems,0
5379,ottehundrede og toogfirs; ottehundrede og niogtyve,0
5380,tohundrede og ti; tohundrede og nioghalvfems,1
5381,femhundrede og treogfyrre; ethundrede og otteoghalvfjerds,0
5382,trehundrede og toogtredive; syvhundrede og ti,1
5383,trehundrede og ni; sekshundrede og niogfirs,1
5384,femhundrede og otteogfirs; firehundrede og halvfems,0
5385,trehundrede og treds; ethundrede og femogfyrre,0
5386,ottehundrede og toogtredive; nihundrede og enoghalvfjerds,1
5387,ottehundrede og seksogfyrre; trehundrede og tooghalvtreds,0
5388,firehundrede og nioghalvtreds; ottehundrede og syvoghalvfjerds,1
5389,syvhundrede og fire; sekshundrede og femogtreds,0
5390,syvhundrede; sekshundrede og treoghalvtreds,0
5391,firehundrede og firs; enoghalvfems,0
5392,syvhundrede og tredive; trehundrede og seksoghalvfems,0
5393,sekshundrede og ti; ottehundrede og syv,1
5394,firehundrede og syv; femhundrede og femoghalvtreds,1
5395,tolv; sekshundrede og enoghalvtreds,1
5396,ottehundrede og femoghalvfjerds; femhundrede og seksogfirs,0
5397,nihundrede og niogtyve; seksten,0
5398,tohundrede og et; tohundrede og fyrre,1
5399,firehundrede og treds; syvhundrede og nioghalvfjerds,1
5400,firehundrede og treogfirs; syvhundrede og otteoghalvfjerds,1
5401,trehundrede og syvogtreds; firehundrede og otteogtredive,1
5402,femogfyrre; femhundrede og enogtyve,1
5403,trehundrede og fireoghalvtreds; trehundrede og atten,0
5404,femhundrede og tyve; ottehundrede og femogtyve,1
5405,syvhundrede og treoghalvtreds; femhundrede og syvoghalvtreds,0
5406,trehundrede og tretten; nihundrede og treoghalvfjerds,1
5407,firehundrede og seksogtreds; femogfyrre,0
5408,femhundrede og treogfirs; firehundrede og fire,0
5409,syvhundrede og seksoghalvfems; ottehundrede og tooghalvtreds,1
5410,firehundrede og halvtreds; trehundrede og otteogtyve,0
5411,tohundrede og nioghalvfems; tohundrede og enogfirs,0
5412,treoghalvtreds; ethundrede og femten,1
5413,ottehundrede og fireoghalvtreds; firehundrede og otteoghalvfems,0
5414,trehundrede og femogtreds; syvogtreds,0
5415,niogtreds; femhundrede og nioghalvfjerds,1
5416,sekshundrede og syvogtreds; trehundrede og femogtreds,0
5417,syvhundrede og toogtyve; nihundrede og otte,1
5418,tohundrede og fireoghalvfems; ottehundrede og seks,1
5419,syvhundrede og tooghalvfems; sekshundrede og tooghalvfems,0
5420,trehundrede og syvogfyrre; ottehundrede og tredive,1
5421,tohundrede og enoghalvfjerds; syvhundrede og fireoghalvfems,1
5422,nihundrede og tooghalvfjerds; syvhundrede og toogfirs,0
5423,sekshundrede og femoghalvfems; syvhundrede og otteoghalvfems,1
5424,otteogfyrre; otteoghalvfjerds,1
5425,tohundrede og femogfirs; nihundrede og seksogtyve,1
5426,trehundrede og syvoghalvtreds; fjorten,0
5427,firehundrede og toogtredive; tohundrede og enoghalvfjerds,0
5428,sekshundrede og tre; ethundrede og femogfirs,0
5429,tohundrede og niogtreds; tohundrede og enogfyrre,0
5430,sekshundrede og femten; femhundrede og seksogfirs,0
5431,trehundrede og toogfirs; syvhundrede og seksoghalvfjerds,1
5432,firehundrede og fireogtredive; tohundrede og nioghalvfems,0
5433,nihundrede og femoghalvfems; ottehundrede og fireoghalvtreds,0
5434,nihundrede og firs; syvhundrede og syvogtyve,0
5435,tohundrede og enogtyve; sekshundrede og halvtreds,1
5436,femhundrede og enogfyrre; trehundrede og sytten,0
5437,nihundrede og seksoghalvfjerds; nihundrede og enoghalvfems,1
5438,tohundrede og toogfyrre; ethundrede og syvogtreds,0
