,nums,labels
0,cent quarante huit; cent soixante dix neuf,1
2707,deux cent soixante dix huit; cent vingt sept,0
2708,neuf cent quarante sept; sept cent huit,0
2709,neuf cent huit; six,0
2710,trente quatre; sept cent quatre vingt un,1
2711,six cent soixante huit; trois cent trente neuf,0
2712,sept cent quatre vingt cinq; neuf cent vingt trois,1
2713,huit cent vingt cinq; sept cent vingt trois,0
2714,deux cent quarante et un; deux cent quatre vingt treize,1
2715,quatre vingt cinq; cent trente neuf,1
2716,cinq cent soixante huit; six cent trente deux,1
2717,quatre cent douze; cinq cent quarante cinq,1
2718,trois cent soixante huit; quatre cent quarante six,1
2719,neuf cent quatre vingt quatre; huit cent soixante,0
2720,cent cinquante trois; douze,0
2721,sept cent deux; deux cent cinq,0
2722,deux cent soixante neuf; trois cent trois,1
2723,neuf cent quatre vingt deux; neuf cent dix huit,0
2724,neuf cent quatre vingt dix huit; sept cent cinquante six,0
2725,cent quatre vingt neuf; cinq cent cinquante cinq,1
2726,trois cent vingt et un; cent neuf,0
2727,neuf cent soixante neuf; trois cent soixante trois,0
2728,six cent quarante huit; sept cent trente trois,1
2729,six cent huit; neuf cent neuf,1
2730,cinq cent dix huit; neuf cent cinquante sept,1
2731,neuf cent quatre vingt six; neuf cent dix huit,0
2732,cent quarante deux; quatre cent six,1
2733,cinquante; six cent trente deux,1
2734,trois cent quarante six; quatre cent quarante sept,1
2735,trois cent cinquante deux; six cent trente quatre,1
2736,neuf cents; sept cent quatre vingt treize,0
2737,deux cent vingt quatre; quatre cent quatre vingt quatre,1
2738,cinq cent quarante huit; six cent vingt et un,1
2739,huit cent quatre vingt seize; neuf cent quarante neuf,1
2740,deux cent trente et un; deux cent quatre vingt dix,1
2741,neuf cent vingt deux; cinquante,0
2742,cinq cent quarante deux; sept cent quarante cinq,1
2743,trois cent cinquante quatre; neuf cent quatre vingt onze,1
2744,quatre cent trente sept; cinq cent quatre vingt huit,1
2745,cent soixante huit; deux cent soixante quinze,1
2746,trois cent vingt; soixante cinq,0
2747,seize; six cent dix sept,1
2748,huit cent deux; quatre cent cinquante huit,0
2749,huit cent vingt cinq; six cent quarante six,0
2750,deux cent douze; six cent vingt sept,1
2751,cinq cent cinquante huit; cent soixante et onze,0
2752,cinq cent quatre vingt cinq; cent quarante et un,0
2753,trois cent quatre vingt un; huit cent trente quatre,1
2754,neuf cent quarante quatre; huit cent quatre vingt douze,0
2755,quatre cent cinquante six; trois cent soixante dix sept,0
2756,six cent six; neuf cent soixante,1
2757,neuf cent quarante deux; trente cinq,0
2758,cent soixante; quatre cent quarante huit,1
2759,neuf cent trente six; cinq cent cinquante six,0
2760,neuf cent soixante six; soixante et un,0
2761,deux cent sept; huit cent quarante deux,1
2762,cent vingt cinq; six cent cinquante cinq,1
2763,cinq cent cinquante et un; quatre cent vingt,0
2764,huit cent quatre vingt dix; neuf cent cinquante deux,1
2765,neuf cent vingt cinq; neuf cent trente sept,1
2766,trois cent quatre vingt un; dix huit,0
2767,cent cinquante cinq; deux cent soixante treize,1
2768,cent quatorze; neuf cent cinquante huit,1
2769,quatre cent quatorze; deux cent huit,0
2770,trente huit; sept cent cinquante six,1
2771,trois cent quatre vingt trois; neuf cent cinquante neuf,1
2772,six cent quarante; huit cent quarante deux,1
2773,cinq cent quarante cinq; sept cent quatre vingt deux,1
2774,huit cent soixante et un; huit cent vingt six,0
2775,six cent trente cinq; sept cent quatre vingt dix sept,1
2776,neuf cent quatre vingt six; cinq cent vingt quatre,0
2777,quatre vingt deux; trois cent trente six,1
2778,cent cinquante sept; vingt six,0
2779,cinquante sept; sept cent quatre,1
2780,cent soixante dix; quatre vingt huit,0
2781,trois cent soixante dix sept; cinq cent trente cinq,1
2782,cent trente trois; soixante quatorze,0
2783,deux cent vingt; cinq cents,1
2784,cent cinquante et un; deux cent soixante et onze,1
2785,quatre cent quarante et un; sept cent vingt quatre,1
2786,quatre cent quatre vingt quatorze; quatre cent quarante,0
2787,quatre cent dix; quatre cent cinquante quatre,1
2788,trente deux; six cent quatre vingt seize,1
2789,neuf cent quatre vingt un; cent quarante deux,0
2790,huit cent quatre vingt trois; huit cent dix sept,0
2791,neuf cent soixante cinq; six cent huit,0
2792,cinq cent soixante dix huit; quatre cent quarante deux,0
2793,quatre cent onze; huit cent vingt six,1
2794,trois cent cinquante quatre; quatre cent quatre vingt dix sept,1
2795,huit cent quatre vingt huit; neuf cent trente quatre,1
2796,quatre cent cinquante neuf; quatre cent soixante quatorze,1
2797,cent quarante sept; cinquante,0
2798,quatre cent neuf; quatre vingt huit,0
2799,neuf cent quatre vingt huit; cent vingt deux,0
2800,cent quarante trois; deux cent quatre vingt onze,1
2801,huit cent soixante quatorze; quatre cent trente huit,0
2802,cent trois; trois cent quarante huit,1
2803,quatre cent dix huit; neuf cent quinze,1
2804,trois cent vingt huit; sept cent cinquante sept,1
2805,sept cent cinquante et un; sept cent quatre vingt dix,1
2806,cinq; trois cent soixante dix,1
2807,quatre cent vingt huit; deux cent quarante cinq,0
2808,neuf cent soixante quatre; deux cent vingt huit,0
2809,trois cent quatre vingt treize; sept cent soixante dix sept,1
2810,neuf cent deux; quatre cent dix huit,0
2811,huit cent cinquante sept; trois cent dix,0
2812,huit cent neuf; quatre cent vingt six,0
2813,cinq cent soixante douze; trois cent vingt,0
2814,six cent quatre vingt huit; deux cent cinquante six,0
2815,trois cent quarante sept; huit cent huit,1
2816,cent soixante neuf; cent huit,0
2817,trois cent vingt cinq; neuf cent soixante dix sept,1
2818,neuf cent six; trente et un,0
2819,sept cent soixante deux; quatre cent soixante trois,0
2820,quatre cent deux; huit cent treize,1
2821,cent quarante sept; huit cent cinquante neuf,1
2822,cinq cent trente huit; cinq cent quatre vingt sept,1
2823,deux cent trois; quatre cent quatre vingt douze,1
2824,cent dix neuf; sept cent cinquante deux,1
2825,neuf cent quatre vingt cinq; quatre cent dix neuf,0
2826,sept cent quatre vingt trois; cinq cent soixante dix sept,0
2827,trois cent quatre vingt un; deux cent vingt deux,0
2828,sept cent six; trois cent treize,0
2829,huit cent quatre; cinq cent quatre vingt six,0
2830,trois cent dix; cent cinquante six,0
2831,cent cinquante cinq; huit cents,1
2832,cent soixante dix sept; trente quatre,0
2833,sept cent soixante douze; trois cent vingt trois,0
2834,dix huit; deux cent dix huit,1
2835,cent soixante sept; deux cent soixante sept,1
2836,sept cent trente deux; cinq cent six,0
2837,huit cent vingt trois; quatre cent dix sept,0
2838,neuf cent soixante trois; trois cent vingt huit,0
2839,cinq cent quarante neuf; deux cent soixante,0
2840,cent sept; trois cent quatre vingt treize,1
2841,neuf cent quatre vingt douze; six cent vingt sept,0
2842,huit cent trente six; soixante douze,0
2843,six cent trente quatre; cinq cent soixante cinq,0
2844,cinq cent quinze; trois cent quatre vingt trois,0
2845,quatre cent quarante deux; six cent vingt et un,1
2846,cent quarante deux; deux cent dix huit,1
2847,quatre cent quarante sept; deux cent quatre vingt un,0
2848,cinq cent soixante; quatre vingt quatorze,0
2849,six cent cinq; huit cent quatre vingt dix sept,1
2850,cent soixante six; deux cent quarante deux,1
2851,quatre cent soixante huit; cent soixante dix neuf,0
2852,deux cent soixante cinq; six cent vingt et un,1
2853,neuf cent quinze; deux cent soixante neuf,0
2854,cent trente trois; quatre cent soixante dix sept,1
2855,neuf cent quatre vingt huit; trois cent cinq,0
2856,cent quatre vingt treize; neuf cent trente six,1
2857,cinq cent cinquante et un; huit cent quarante deux,1
2858,cent quatre vingt douze; cinq cent quatre vingt neuf,1
2859,trois cent cinquante huit; six cent soixante douze,1
2860,trois cent quatre vingt huit; deux cent dix,0
2861,quatre cent soixante treize; six cent trente huit,1
2862,trois cent neuf; neuf cent deux,1
2863,huit cent trente six; cent huit,0
2864,trois cent quarante huit; trois cent cinquante deux,1
2865,sept cent cinquante; cinq cent vingt et un,0
2866,trente deux; quatre cent soixante quatorze,1
2867,neuf cent vingt neuf; huit cent vingt sept,0
2868,quatre cent quatre vingt trois; quatre vingt quatorze,0
2869,sept cent vingt deux; quatre cent trois,0
2870,deux cent quarante; six cent seize,1
2871,soixante dix neuf; cinq cent soixante huit,1
2872,quatre cent quarante trois; cinq cent dix,1
2873,sept cent soixante treize; quatre cent quatre vingt onze,0
2874,trois cent dix neuf; quatre cent vingt six,1
2875,deux cent cinquante neuf; deux cent quatre vingts,1
2876,sept cent soixante quatre; deux,0
2877,quatre cent neuf; neuf cent neuf,1
2878,cent quatre vingt douze; trois cent vingt sept,1
2879,cent cinquante deux; huit cent quarante,1
2880,quatre cent seize; huit cent soixante cinq,1
2881,trois cent vingt et un; deux cent dix neuf,0
2882,six cent dix sept; huit cent quatre vingt un,1
2883,soixante six; sept cent trente six,1
2884,deux cent soixante huit; huit cent quatre vingt cinq,1
2885,cinq cent soixante cinq; deux cent vingt et un,0
2886,cent cinquante sept; six cent trente,1
2887,quinze; cinq cent cinquante cinq,1
2888,six cent quatre vingt quatre; neuf cent dix,1
2889,six cent soixante quinze; trois cent vingt deux,0
2890,soixante six; huit cent vingt sept,1
2891,six cent soixante neuf; cinquante six,0
2892,cinq cent vingt et un; quatre vingt quinze,0
2893,cinq cent vingt cinq; neuf cent six,1
2894,trois cent trente sept; soixante huit,0
2895,cinq cent soixante cinq; sept cent trente quatre,1
2896,neuf cent soixante douze; quatre cent vingt,0
2897,six cent soixante douze; trois cent quatre vingt deux,0
2898,neuf cent six; cent quatre vingt quinze,0
2899,cent soixante et onze; quatre vingt huit,0
2900,deux cent soixante huit; neuf cent quarante sept,1
2901,neuf cent quatre vingt quatorze; trois cent quatre vingt quatorze,0
2902,cinq cent soixante quatre; six cent soixante et un,1
2903,trois cent trente six; cent quatre vingt quinze,0
2904,sept cent deux; six cent soixante neuf,0
2905,cinq cent quarante quatre; cent trente quatre,0
2906,neuf cent soixante treize; cinq cent trente neuf,0
2907,six cent soixante neuf; deux cent quatre vingt quinze,0
2908,deux cent cinq; sept cent cinquante trois,1
2909,quatre cent quatorze; deux cent soixante,0
2910,quarante; trois cent quarante sept,1
2911,neuf cent quarante; huit cent soixante quinze,0
2912,trois cent quarante huit; trois cent soixante et un,1
2913,neuf cent quarante deux; trois cent quatre vingt sept,0
2914,sept cent quatre vingt trois; quatre vingt dix neuf,0
2915,neuf cent trente et un; huit,0
2916,neuf cent cinq; treize,0
2917,trois cent quatre vingt cinq; sept cent trente huit,1
2918,deux cent quatre vingt dix neuf; cinq cent trente et un,1
2919,neuf cent quatre vingt dix; cent treize,0
2920,six cent soixante treize; cinquante et un,0
2921,quatre cent soixante huit; cinq cent soixante,1
2922,deux cent soixante six; soixante quinze,0
2923,huit cent quarante sept; cinq cent soixante dix huit,0
2924,deux cent quarante quatre; quatre cent neuf,1
2925,trois cent dix neuf; cinq cent cinquante et un,1
2926,sept cent soixante et onze; neuf cent quatre vingt deux,1
2927,sept cent onze; quatre cent soixante quatorze,0
2928,cinq cent soixante quatorze; deux cent cinquante et un,0
2929,neuf cent trente et un; cinq cent vingt six,0
2930,six cent quatre vingt treize; six cent quatre vingt deux,0
2931,soixante quinze; neuf,0
2932,soixante huit; quarante six,0
2933,huit cent quatre vingts; six cent cinquante neuf,0
2934,sept cent quatre vingt seize; quatre cent trois,0
2935,trois cent quatre; neuf cent sept,1
2936,huit cent quatre vingt seize; quatre cent quatre vingt dix neuf,0
2937,trois cent vingt; quatre vingt quatorze,0
2938,six cent vingt; deux cent quatre vingt seize,0
2939,cent soixante seize; huit cent vingt,1
2940,neuf cent quatre vingt cinq; six cent soixante dix neuf,0
2941,vingt quatre; sept cent quatre vingt six,1
2942,quarante sept; quarante et un,0
2943,trente sept; quatre cent cinquante neuf,1
2944,quatre vingt six; cinq cent trente neuf,1
2945,sept cent quatre vingt quatre; cinq cent quatre vingt un,0
2946,sept cent quarante sept; quatre vingt cinq,0
2947,quatre cent cinquante deux; cinq cent trente quatre,1
2948,cinquante huit; deux cent huit,1
2949,quatre cent soixante dix neuf; trente quatre,0
2950,cent un; six cent quatre vingt sept,1
2951,neuf cent vingt cinq; neuf cent quatre vingt deux,1
2952,trois cent quatre vingt un; huit cent quatre vingt quatre,1
2953,quatre cent quarante huit; quatre cent quarante deux,0
2954,neuf cent quatre vingt dix huit; deux cent trente trois,0
2955,neuf cent quatre vingt dix; quatre cent cinquante huit,0
2956,deux cent vingt deux; sept cent treize,1
2957,cinq cent quarante huit; huit cent cinquante cinq,1
2958,sept cent quatre vingt six; trois cent huit,0
2959,trois cent quinze; deux cent dix,0
2960,quatre cent douze; quatre cent quinze,1
2961,deux; six cent soixante dix neuf,1
2962,cent deux; neuf cent cinquante quatre,1
2963,quatre cent quatre vingt douze; deux cent quatre vingt quinze,0
2964,neuf cent soixante dix neuf; neuf cent quatre vingt onze,1
2965,neuf cent soixante trois; sept cent quarante et un,0
2966,quatre cent quatre vingt seize; neuf cent quatre vingt sept,1
2967,trois cent quatre vingt sept; huit cent trente neuf,1
2968,neuf cent soixante dix sept; cinq cent quarante,0
2969,huit cent vingt quatre; sept cent quarante trois,0
2970,neuf cent cinquante et un; neuf cent soixante dix,1
2971,deux cent soixante et un; cinq cent vingt deux,1
2972,cent seize; cinq cent douze,1
2973,trois cent quatre vingt dix sept; trois cent soixante treize,0
2974,cinq cent vingt huit; sept cent soixante,1
2975,quatre vingt un; cinq cent quarante quatre,1
2976,cent dix; neuf cent quatorze,1
2977,sept cent quatre vingt seize; cent quatre vingt trois,0
2978,cent soixante deux; neuf cent quarante sept,1
2979,huit cent quatre; quatre cent trente,0
2980,huit cent vingt neuf; deux cent six,0
2981,huit cent trente; quatre vingt quinze,0
2982,vingt sept; quatre cent soixante deux,1
2983,six cent quatre vingt dix; cent huit,0
2984,cent quatre vingt dix neuf; neuf cent soixante seize,1
2985,sept cent vingt six; cent cinquante et un,0
2986,neuf cent vingt trois; sept cent huit,0
2987,trois cent vingt; neuf cent soixante treize,1
2988,quatre vingt sept; trois cent quarante quatre,1
2989,cent soixante quatre; quatre vingt dix neuf,0
2990,huit cent soixante; vingt huit,0
2991,deux cent dix neuf; sept cent quatre vingt huit,1
2992,six cent trente cinq; trois cent trente six,0
2993,cinq cent cinquante sept; sept cent trente six,1
2994,huit cent quinze; six cent quarante et un,0
2995,deux cent quinze; huit cent soixante dix,1
2996,deux cent quatre vingt treize; cent dix neuf,0
2997,deux cent quarante six; quatre vingt dix sept,0
2998,deux cent un; quatre cent dix neuf,1
2999,huit cent quarante sept; huit cent seize,0
3000,sept cent quatre vingt treize; quatre cent quarante sept,0
3001,cinq cent vingt cinq; trois cent seize,0
3002,huit cent quinze; deux cent onze,0
3003,quatre vingt quatorze; neuf cent quarante cinq,1
3004,quatre cent soixante et un; huit cent quatre vingt six,1
3005,huit cent vingt neuf; deux cent trente quatre,0
3006,neuf cent quarante et un; quatre cent soixante quatorze,0
3007,six cent cinquante quatre; cinq cent quatre vingt huit,0
3008,quatre cent cinquante six; neuf cent soixante neuf,1
3009,neuf cent quatre vingt dix sept; cent quatre,0
3010,cent quatorze; trois cent vingt trois,1
3011,deux cent quatre vingts; sept cent vingt deux,1
3012,deux cent vingt trois; cent trente cinq,0
3013,huit cent vingt deux; six cent quatre vingt huit,0
3014,huit cent quatre vingt six; cent vingt et un,0
3015,six cent quatre vingt treize; huit cent cinquante,1
3016,sept cent quatre vingt quatre; six cent cinquante quatre,0
3017,neuf cent cinq; sept cent vingt quatre,0
3018,six cent soixante et onze; six cent soixante quatre,0
