,sents,labels
0,firs; femhundrede og nioghalvfems,1
9155,firehundrede og femoghalvfems; firehundrede og syvogfyrre,0
9156,tohundrede og fireogfyrre; tohundrede og seks,0
9157,firehundrede og tyve; ethundrede og femten,0
9158,sekshundrede og fireoghalvfems; sekshundrede og toogfyrre,0
9159,ottehundrede og firs; nihundrede og to,1
9160,syvhundrede og nioghalvfems; syvogtyve,0
9161,trehundrede og fireogfirs; femhundrede og femogtyve,1
9162,ethundrede og fireogfyrre; femhundrede og femogtreds,1
9163,trehundrede og atten; tooghalvfjerds,0
9164,ottehundrede og fireoghalvtreds; tohundrede og tretten,0
9165,ottehundrede og fyrre; trehundrede og enoghalvtreds,0
9166,ethundrede og firs; nihundrede og ni,1
9167,nihundrede og enoghalvfems; otteoghalvfems,0
9168,sekshundrede og seksoghalvfems; tohundrede og otteogtyve,0
9169,tohundrede og seksoghalvfjerds; nihundrede og otteoghalvfjerds,1
9170,ottehundrede og treogfyrre; nihundrede og niogtreds,1
9171,femhundrede og femogfyrre; ottehundrede og enoghalvtreds,1
9172,femhundrede og treogtreds; firehundrede og et,0
9173,ottehundrede og femoghalvfjerds; syvhundrede og femogfyrre,0
9174,firehundrede og femoghalvfems; femhundrede og seksogtredive,1
9175,firehundrede og femoghalvfems; ottehundrede og femogtredive,1
9176,sekshundrede og tooghalvfems; syvhundrede og fireoghalvfjerds,1
9177,otteogtredive; firehundrede og fireoghalvtreds,1
9178,sekshundrede og ni; femhundrede og femoghalvfems,0
9179,syvhundrede og halvtreds; sekshundrede og treds,0
9180,nihundrede og fireogfyrre; otteogtyve,0
9181,ottehundrede og halvfems; syvhundrede og treogtredive,0
9182,syvhundrede og fjorten; firehundrede og fireoghalvfjerds,0
9183,femhundrede; tohundrede og fireogtyve,0
9184,syvhundrede og otteogtredive; syvhundrede og otte,0
9185,tohundrede og femogtyve; syvhundrede,1
9186,ethundrede og et; tohundrede og syv,1
9187,ottehundrede og nitten; trehundrede og toogtyve,0
9188,sekshundrede og syvogtredive; enogtyve,0
9189,tohundrede og seksogfyrre; femhundrede og toogfirs,1
9190,femhundrede og fire; femhundrede og syvogtredive,1
9191,femhundrede og seksten; syvhundrede og ni,1
9192,trehundrede og otteogtreds; nihundrede og syvogfyrre,1
9193,firehundrede og fireogtyve; ethundrede og femoghalvtreds,0
9194,ethundrede og tyve; femhundrede og otteoghalvfjerds,1
9195,tohundrede og otteogtyve; syvoghalvfems,0
9196,nihundrede og treds; ottehundrede og fireoghalvfjerds,0
9197,ethundrede og fem; femhundrede og niogfyrre,1
9198,tohundrede og treogtreds; sekshundrede og otteogfirs,1
9199,ottehundrede og femogfirs; ethundrede og treogtredive,0
9200,firehundrede og syvogtreds; tohundrede og toogtyve,0
9201,syvhundrede og enogfirs; nihundrede og syvoghalvfems,1
9202,firehundrede og tredive; trehundrede og seksten,0
9203,syvhundrede og treogfyrre; femhundrede og fireoghalvfems,0
9204,niogfyrre; syvhundrede og treoghalvtreds,1
9205,ethundrede og ni; syvoghalvfjerds,0
9206,trehundrede og elleve; ottehundrede og tredive,1
9207,ottehundrede og femogfirs; ethundrede og syvoghalvfjerds,0
9208,firehundrede og fireogtreds; ottehundrede og fireogtreds,1
9209,sekshundrede og syvoghalvfjerds; femhundrede og tooghalvfems,0
9210,syvhundrede og otteoghalvfjerds; ottehundrede og femoghalvfjerds,1
9211,femhundrede og otteoghalvfems; firehundrede og treoghalvfjerds,0
9212,syvhundrede og niogtreds; sekshundrede og enogtredive,0
9213,nihundrede og fireogtredive; ottehundrede og seksogtyve,0
9214,femhundrede og fireogtreds; syvhundrede og tredive,1
9215,tohundrede og toogtredive; firehundrede og elleve,1
9216,ettusind; ottehundrede og fireogfyrre,0
9217,ethundrede og fjorten; tohundrede og fireoghalvtreds,1
9218,nihundrede og niogtyve; ethundrede og seksogfyrre,0
9219,trehundrede og syvogtyve; atten,0
9220,otteoghalvfems; trehundrede og seksogfirs,1
9221,syvhundrede; trehundrede og niogtredive,0
9222,sekshundrede og enogtyve; syvhundrede og femoghalvtreds,1
9223,sekshundrede og firs; ottehundrede og otteoghalvfjerds,1
9224,tohundrede og elleve; firehundrede og fireogtreds,1
9225,firehundrede og enogtyve; ottehundrede og femogtreds,1
9226,trehundrede og niogfirs; tohundrede og et,0
9227,sekshundrede og enogfyrre; syvhundrede og otteoghalvfems,1
9228,treoghalvtreds; ethundrede og treogtreds,1
9229,femoghalvfjerds; otteogtreds,0
9230,sekshundrede og enoghalvfems; tohundrede og niogfirs,0
9231,ethundrede og seksogfyrre; nihundrede og tooghalvtreds,1
9232,syvhundrede og seksogtreds; trehundrede og treds,0
9233,femhundrede og seksogtreds; sekshundrede og fire,1
9234,nihundrede og fireogfyrre; tohundrede og syvogtredive,0
9235,femhundrede og treogfyrre; ethundrede og otteoghalvfjerds,0
9236,syvhundrede og enoghalvfjerds; syvhundrede og nioghalvfems,1
9237,sekshundrede og fem; femhundrede og ti,0
9238,femogfyrre; femhundrede og treoghalvfems,1
9239,ottehundrede og syvogfyrre; ethundrede og treogtredive,0
9240,sekshundrede og enoghalvfjerds; tohundrede og otteogfirs,0
9241,trehundrede og tredive; femhundrede og otteogfirs,1
9242,tohundrede og otteogfirs; nihundrede og treogfyrre,1
9243,femhundrede og otteogtredive; firehundrede og otteoghalvtreds,0
9244,femhundrede og femoghalvfjerds; femhundrede,0
9245,tooghalvtreds; sekshundrede og enogtredive,1
9246,femhundrede og tyve; ottehundrede og fireogtreds,1
9247,trehundrede og enoghalvfems; nihundrede og tolv,1
9248,nihundrede og tooghalvtreds; firehundrede og halvtreds,0
9249,nihundrede og toogtyve; firs,0
9250,ethundrede og femoghalvtreds; femhundrede og syvoghalvfems,1
9251,ottehundrede og syvogfirs; femhundrede og fyrre,0
9252,ottehundrede og toogtredive; ottehundrede og otte,0
9253,ottehundrede og toogfirs; nihundrede og femogtreds,1
9254,femhundrede og fireogtreds; nihundrede og fire,1
9255,ottehundrede; nihundrede og seksogtredive,1
9256,ethundrede og fjorten; firehundrede og tre,1
9257,tohundrede og sytten; ethundrede og sytten,0
9258,nihundrede og firs; nihundrede og fireogfirs,1
9259,ethundrede og niogfirs; sekshundrede og seksoghalvfjerds,1
9260,firehundrede og otteogtredive; ethundrede og fireogtreds,0
9261,sekshundrede og treoghalvtreds; enogfirs,0
9262,femhundrede og tredive; syvhundrede og seksoghalvtreds,1
9263,sekshundrede og enoghalvfjerds; nihundrede og nioghalvfems,1
9264,syvhundrede og nioghalvfjerds; femhundrede og otteogfyrre,0
9265,trehundrede og seksoghalvtreds; firehundrede og nioghalvfems,1
9266,trehundrede og femoghalvfems; otteoghalvtreds,0
9267,tohundrede og toogfyrre; nihundrede og fireogtreds,1
9268,syvhundrede og treds; trehundrede og ti,0
9269,ethundrede og treogtyve; syvhundrede og femoghalvtreds,1
9270,sekshundrede og syvogtredive; sekshundrede og otteoghalvfems,1
9271,femhundrede og fireogfyrre; femhundrede og syvoghalvfems,1
9272,trehundrede og otteogfirs; sekshundrede og otte,1
9273,trehundrede og femoghalvtreds; halvfems,0
9274,femhundrede og ti; trehundrede og treogfyrre,0
9275,ottehundrede og niogfyrre; sekshundrede og syv,0
9276,trehundrede og tooghalvtreds; nihundrede og otteoghalvfjerds,1
9277,nihundrede og seksoghalvfjerds; nihundrede og nioghalvtreds,0
9278,ottehundrede og otteogtyve; firehundrede og toogtreds,0
9279,syvhundrede og treoghalvfjerds; tohundrede og otte,0
9280,firehundrede og fireoghalvfjerds; ethundrede og to,0
9281,tohundrede og ni; firehundrede og fireoghalvtreds,1
9282,femhundrede og syvogtredive; femogfirs,0
9283,niogtreds; femhundrede og fjorten,1
9284,nihundrede og treogtredive; femhundrede og elleve,0
9285,femhundrede og tyve; ottehundrede og seksogtreds,1
9286,sekshundrede og seksoghalvtreds; firehundrede og seksoghalvfjerds,0
9287,firehundrede og fireogfirs; tohundrede og sytten,0
9288,syvhundrede og treds; syvhundrede og seksogfirs,1
9289,sekshundrede og halvfems; syvhundrede og halvfems,1
9290,firehundrede og syvogtyve; firehundrede og enogfirs,1
9291,femhundrede og otteogfyrre; femhundrede og fireogfyrre,0
9292,nihundrede og treoghalvtreds; syvogfyrre,0
9293,nihundrede og et; otteoghalvfems,0
9294,sekshundrede og treogfyrre; tolv,0
9295,femhundrede og niogtreds; otteoghalvfems,0
9296,firehundrede og seksten; nihundrede og halvfems,1
9297,trehundrede og seksogfyrre; femhundrede og otteogfyrre,1
9298,tohundrede og niogfyrre; ottehundrede og atten,1
9299,nihundrede og treogtyve; syvhundrede og enogtredive,0
9300,firehundrede og toogtredive; femhundrede og toogfyrre,1
9301,sekshundrede og enogtredive; sekshundrede og nioghalvtreds,1
9302,enoghalvfjerds; nihundrede og seksoghalvtreds,1
9303,sekshundrede og toogtyve; syvoghalvfjerds,0
9304,syvhundrede og seksogfirs; tohundrede og seksogtredive,0
9305,trehundrede og otteogtredive; nihundrede og fireoghalvtreds,1
9306,sekshundrede og enogfyrre; tredive,0
9307,tohundrede og treogtyve; ottehundrede og enogfirs,1
9308,firehundrede og otteoghalvfems; tohundrede og femoghalvtreds,0
9309,ottehundrede og tyve; ottehundrede og elleve,0
9310,tohundrede og tyve; sekshundrede og tooghalvtreds,1
9311,seksten; syvhundrede og et,1
9312,syvhundrede og nioghalvfems; otteogtyve,0
9313,trehundrede og elleve; firehundrede og to,1
9314,ottehundrede og toogfirs; sekshundrede og femogfirs,0
9315,firehundrede og otteogtyve; syvhundrede og otteoghalvfjerds,1
9316,trehundrede og seksoghalvfjerds; sekshundrede og fireogfirs,1
9317,ottehundrede og fyrre; femhundrede og fyrre,0
9318,ethundrede og seksoghalvtreds; sekshundrede og fireoghalvfems,1
9319,trehundrede og femoghalvfems; femhundrede og fireogtyve,1
9320,femhundrede og tyve; nihundrede og femogfirs,1
9321,ethundrede og syvogtyve; trehundrede og syvogfyrre,1
9322,ethundrede og niogtredive; sekshundrede og femogtreds,1
9323,nihundrede og femogfirs; firehundrede og niogfyrre,0
9324,tohundrede og toogtreds; syvhundrede og syvogtyve,1
9325,trehundrede og enoghalvfjerds; tohundrede og syvogtyve,0
9326,ottehundrede og fireogfirs; firehundrede og enoghalvtreds,0
9327,ethundrede og treoghalvfjerds; syvhundrede og seksogtreds,1
9328,nihundrede og nitten; trehundrede og seksten,0
9329,ottehundrede og toogfirs; sekshundrede og otteogtyve,0
9330,nihundrede og niogfirs; tohundrede og fireogfyrre,0
9331,femhundrede og seksogfyrre; tohundrede og enogtreds,0
9332,trehundrede og treoghalvtreds; nihundrede og seksoghalvfjerds,1
9333,trehundrede og to; sekshundrede og treogtreds,1
9334,ottehundrede og otteoghalvfjerds; ottehundrede og syvoghalvfjerds,0
9335,tohundrede og firs; syvhundrede og halvtreds,1
9336,syvhundrede og fireogfyrre; firehundrede og ni,0
9337,sekshundrede og femoghalvtreds; trehundrede og fireoghalvfems,0
9338,sekshundrede og syvogtredive; fireoghalvtreds,0
9339,seks; ethundrede og atten,1
9340,syvhundrede og femoghalvtreds; nitten,0
9341,sekshundrede og treoghalvfems; sekshundrede og halvfems,0
9342,nihundrede og otteoghalvfems; treoghalvfjerds,0
9343,sekshundrede og syvogtreds; ethundrede og seksogfyrre,0
9344,syvhundrede og fireogfirs; ottehundrede og syvoghalvfems,1
9345,trehundrede og toogfyrre; syvhundrede og fireogtyve,1
9346,tohundrede og otteoghalvfems; firehundrede og enogtredive,1
9347,ethundrede og tretten; femhundrede og tyve,1
9348,ethundrede og seksogtredive; tohundrede og ti,1
9349,tohundrede og enogfirs; tooghalvtreds,0
9350,firehundrede og niogtyve; ottehundrede og halvtreds,1
9351,tooghalvfems; enoghalvfems,0
9352,firehundrede og femoghalvfems; tohundrede og firs,0
9353,firehundrede og fem; nihundrede og seks,1
9354,trehundrede og seks; ethundrede og seksogtyve,0
9355,nioghalvfjerds; nihundrede og halvfjerds,1
9356,ottehundrede og sytten; femhundrede og niogfirs,0
9357,ottehundrede og toogtyve; ottehundrede og otteogtredive,1
9358,nihundrede og enogtreds; ethundrede og sytten,0
9359,ethundrede og treds; nihundrede og niogtreds,1
9360,nihundrede og femoghalvfjerds; femhundrede og enogfirs,0
9361,firehundrede og femogtreds; ethundrede,0
9362,firehundrede og syvoghalvfems; firehundrede og sytten,0
9363,sekshundrede og enoghalvfems; firehundrede og fireogfyrre,0
9364,sekshundrede og seksoghalvtreds; femhundrede og halvtreds,0
9365,ethundrede og femoghalvfems; firehundrede og seksoghalvfems,1
9366,ethundrede og femogfyrre; tohundrede og fjorten,1
9367,ethundrede og syvogtreds; tohundrede og niogtreds,1
9368,sekshundrede og seksoghalvfjerds; syvhundrede og syv,1
9369,tohundrede og fjorten; tohundrede og femoghalvtreds,1
9370,syvhundrede og fireogtyve; syv,0
9371,firehundrede og seksoghalvfems; nihundrede og elleve,1
9372,sekshundrede og syvoghalvfjerds; syvhundrede og fireoghalvfjerds,1
9373,ethundrede og otteogtredive; trehundrede og fire,1
9374,tohundrede og seksogtyve; firehundrede og syv,1
9375,trehundrede og otte; nioghalvfems,0
9376,nihundrede og treogfirs; enogtredive,0
9377,ottehundrede og syvogtreds; femhundrede og fire,0
9378,ottehundrede og niogfirs; syvhundrede og toogtyve,0
9379,trehundrede og elleve; otteogtyve,0
9380,nihundrede og enogfyrre; nihundrede og enogtredive,0
9381,firehundrede og firs; ottehundrede og fireogtyve,1
9382,firehundrede og syv; ottehundrede og treogtyve,1
9383,sekshundrede og femogfirs; syvhundrede og treogfirs,1
9384,femogtredive; ottehundrede og enogfyrre,1
9385,firehundrede og femoghalvtreds; tohundrede og enoghalvfjerds,0
9386,tohundrede og syvogfirs; ottehundrede og otteoghalvfems,1
9387,nihundrede og nioghalvfems; tohundrede og halvfems,0
9388,syvhundrede og nioghalvfjerds; syvhundrede og treogfirs,1
9389,ottehundrede og fjorten; sekshundrede og seksogtreds,0
9390,firehundrede og niogtredive; femhundrede og seksogfyrre,1
9391,nihundrede og fireoghalvfems; ethundrede og syvogfirs,0
9392,firehundrede og tre; ethundrede og nitten,0
9393,ethundrede og treogtredive; femogfyrre,0
9394,firehundrede og toogtyve; trehundrede og femogtredive,0
9395,nihundrede og otteogfirs; femogtreds,0
9396,firehundrede og fireoghalvfjerds; ottehundrede og tredive,1
9397,firehundrede og enogtreds; seksoghalvfems,0
9398,trehundrede og femoghalvfjerds; sekshundrede og toogtyve,1
9399,nihundrede og fireogtredive; trehundrede og treogtyve,0
9400,firehundrede og firs; firehundrede og seksogtyve,0
9401,syvhundrede og tredive; trehundrede og toogtredive,0
9402,tooghalvfems; sekshundrede og nitten,1
9403,trehundrede og niogtreds; syv,0
9404,otteoghalvtreds; firehundrede og niogtyve,1
9405,ethundrede og fireogtyve; syvhundrede og syvoghalvfjerds,1
9406,femhundrede og treogfyrre; syvogfirs,0
9407,femhundrede og syvoghalvfjerds; ethundrede og tre,0
9408,firehundrede og fireoghalvfjerds; tohundrede og enoghalvfems,0
9409,sekshundrede og fireoghalvfems; ottehundrede og niogtredive,1
9410,nihundrede og toogfirs; nihundrede og fireogfyrre,0
9411,tohundrede og femogtyve; nihundrede og syvoghalvfjerds,1
9412,sekshundrede og seksoghalvtreds; ottehundrede og niogtyve,1
9413,sekshundrede og femoghalvfems; femhundrede og seksten,0
9414,nihundrede og treoghalvfjerds; syvhundrede og femogfyrre,0
9415,syvhundrede og enoghalvfems; sekshundrede og niogtyve,0
9416,atten; firehundrede og toogfirs,1
9417,trehundrede og enogfirs; syvhundrede og otteoghalvfems,1
9418,firehundrede og nioghalvtreds; firehundrede og sytten,0
9419,nihundrede og syvogfyrre; femhundrede og halvfems,0
9420,sekshundrede og nioghalvfjerds; sekshundrede og niogtyve,0
9421,femhundrede og seksogfyrre; trehundrede og otteoghalvtreds,0
9422,syvhundrede og toogtreds; nihundrede og otteogtreds,1
9423,ettusind; sekshundrede og otteogtreds,0
9424,nihundrede og halvfjerds; nihundrede og syvogfyrre,0
9425,tretten; otteogfirs,1
9426,femhundrede og enoghalvfjerds; ottehundrede og treds,1
9427,trehundrede og femten; ottehundrede og otteogfirs,1
9428,treogtreds; ottehundrede og fireogtyve,1
9429,nihundrede og seksogfirs; trehundrede og seksogfirs,0
9430,trehundrede og fem; firehundrede og treogfirs,1
9431,enogtredive; nihundrede og toogtredive,1
9432,trehundrede og syvogtyve; sekshundrede og ni,1
9433,syvhundrede og tooghalvtreds; nihundrede og niogfyrre,1
9434,femhundrede og toogfyrre; femhundrede og femoghalvfjerds,1
9435,tohundrede og elleve; firehundrede og niogfyrre,1
9436,syvhundrede og femoghalvfems; nihundrede og enogfyrre,1
9437,syvhundrede og femogtyve; ethundrede og otteogfyrre,0
9438,nihundrede og enogtreds; syvhundrede og tooghalvfems,0
9439,sekshundrede og fireoghalvtreds; firs,0
9440,nihundrede og seksogtreds; firehundrede og ti,0
9441,trehundrede og niogfirs; syvhundrede og firs,1
9442,trehundrede og nioghalvtreds; syvhundrede og nioghalvfems,1
9443,ethundrede og seks; toogfirs,0
9444,ethundrede og seksoghalvfjerds; firehundrede og treoghalvtreds,1
9445,trehundrede og femogtyve; firehundrede og syvogtyve,1
9446,enogtreds; syvhundrede og atten,1
9447,trehundrede og enogtredive; fireoghalvtreds,0
9448,sekshundrede og fyrre; ottehundrede og elleve,1
9449,ottehundrede og ni; syvhundrede og syv,0
9450,firehundrede og treogtredive; fyrre,0
9451,ethundrede og firs; niogtredive,0
9452,sekshundrede og to; firehundrede og toogtredive,0
9453,syvhundrede og syvogtreds; nihundrede og tredive,1
9454,sekshundrede og syvoghalvtreds; tooghalvfjerds,0
9455,femhundrede og treds; sekshundrede og otteogtredive,1
9456,ethundrede og enogtreds; femhundrede og seksogfyrre,1
9457,syvhundrede og otteoghalvfems; sekshundrede og nioghalvtreds,0
9458,firehundrede og treogfyrre; syvhundrede og syvogtyve,1
9459,sekshundrede og femogfyrre; syvhundrede og treogtreds,1
9460,syvhundrede og femten; trehundrede og tre,0
9461,nihundrede og tyve; firehundrede og seksogtredive,0
9462,firehundrede og niogtredive; femhundrede og femogtreds,1
9463,firehundrede og toogtredive; toogfyrre,0
9464,firehundrede og fireogtredive; ethundrede og tretten,0
9465,nihundrede og seks; femhundrede og niogfyrre,0
9466,tohundrede og toogtreds; nihundrede og otteoghalvtreds,1
9467,tohundrede og nioghalvtreds; syvhundrede og femogtyve,1
9468,ottehundrede og syvogtredive; sekshundrede og seksogfyrre,0
9469,tohundrede; sekshundrede og tooghalvfjerds,1
9470,nihundrede og otteoghalvfems; syvhundrede og fireogtreds,0
9471,trehundrede og treoghalvfems; syvhundrede og otteogfirs,1
9472,trehundrede og enoghalvfjerds; femhundrede og syv,1
9473,ottehundrede og fireogtyve; nihundrede og femogfyrre,1
9474,femhundrede og otteogtreds; trehundrede og syvogfyrre,0
9475,trehundrede og enogfirs; trehundrede og tolv,0
9476,tohundrede og fireogtredive; tohundrede og niogtreds,1
9477,tohundrede og seksoghalvfems; trehundrede og niogtyve,1
9478,trehundrede og atten; femhundrede og fjorten,1
9479,trehundrede og fireoghalvtreds; sekshundrede og femogtyve,1
9480,syvhundrede og otteogtyve; nihundrede og nitten,1
9481,femhundrede og syvogfyrre; otteogfirs,0
