,nums,labels
0,trehundrede og otteoghalvfjerds; syvhundrede og treogtreds,1
10331,firehundrede og nitten; syvoghalvtreds,0
10332,nihundrede og halvfjerds; sekshundrede og tre,0
10333,femhundrede og to; trehundrede og atten,0
10334,femhundrede og halvfems; syvhundrede og fjorten,1
10335,sekshundrede og otteoghalvtreds; trehundrede og niogtreds,0
10336,syvhundrede og treoghalvfems; firehundrede og nitten,0
10337,sekshundrede og seksogfyrre; ottehundrede og seksogtredive,1
10338,ottehundrede og otteogtreds; syvhundrede og treoghalvtreds,0
10339,trehundrede og nioghalvfjerds; sekshundrede og seksoghalvfems,1
10340,tohundrede og toogfyrre; ethundrede og fireoghalvfjerds,0
10341,firehundrede og tredive; ottehundrede og syv,1
10342,firehundrede og otteoghalvfems; tohundrede og toogfirs,0
10343,ottehundrede og nioghalvfjerds; femhundrede og femoghalvtreds,0
10344,tooghalvfjerds; ethundrede og seks,1
10345,femhundrede og seksogfyrre; syvhundrede og treoghalvfems,1
10346,ottehundrede og niogtredive; firehundrede og fjorten,0
10347,firehundrede og syvogtredive; ottehundrede og fireoghalvtreds,1
10348,ethundrede og niogtredive; tohundrede og niogfirs,1
10349,syvhundrede og enogtredive; sekshundrede og nioghalvfjerds,0
10350,ethundrede og treogfirs; syvhundrede og et,1
10351,ethundrede og femogtredive; ethundrede og treogtreds,1
10352,tohundrede og enogfirs; trehundrede og to,1
10353,firehundrede og et; firehundrede og tre,1
10354,treoghalvfems; femogtreds,0
10355,syvhundrede og tre; firehundrede og syvogfirs,0
10356,trehundrede og enoghalvfjerds; ethundrede og tooghalvfems,0
10357,nihundrede og seksoghalvfems; tohundrede og syvogtyve,0
10358,ottehundrede og syvoghalvfjerds; trehundrede og tretten,0
10359,sekshundrede og enogtreds; tohundrede og treoghalvfjerds,0
10360,nihundrede og seksogfirs; syvhundrede og enoghalvfjerds,0
10361,treoghalvtreds; tohundrede og niogfyrre,1
10362,firehundrede og ti; ottehundrede og treoghalvfjerds,1
10363,sekshundrede og syvogtredive; ethundrede og niogtyve,0
10364,trehundrede og toogtredive; sekshundrede og enoghalvfjerds,1
10365,syvhundrede og toogtreds; sekshundrede og syv,0
10366,tooghalvfems; sekshundrede og halvfems,1
10367,tohundrede og ti; to,0
10368,ethundrede og treoghalvfems; firehundrede og treogtyve,1
10369,ethundrede og halvfjerds; trehundrede og treds,1
10370,ethundrede og ni; ottehundrede og enoghalvtreds,1
10371,nihundrede og seksoghalvtreds; syvhundrede og treogfirs,0
10372,syvhundrede og to; nihundrede og fireoghalvfems,1
10373,ottehundrede og atten; sekshundrede og fireoghalvtreds,0
10374,nihundrede og toogtyve; tohundrede og toogtredive,0
10375,ethundrede og to; nihundrede og toogtreds,1
10376,ottehundrede og treogfyrre; tohundrede og fireoghalvtreds,0
10377,sekshundrede og otteogtredive; tre,0
10378,syvhundrede og enoghalvfems; nihundrede og seksoghalvfems,1
10379,trehundrede og toogtredive; ethundrede og otte,0
10380,ethundrede og femoghalvfems; firehundrede og syvoghalvfems,1
10381,fireogtreds; femhundrede og femoghalvfjerds,1
10382,ethundrede og tyve; femhundrede og fjorten,1
10383,niogtyve; syvhundrede og to,1
10384,otteogtyve; femogfyrre,1
10385,syvhundrede og otte; firehundrede og seksogtreds,0
10386,ottehundrede og fireoghalvfjerds; trehundrede og fireogtredive,0
10387,tohundrede og fireogfirs; syvhundrede og treogtyve,1
10388,trehundrede og fireoghalvfjerds; nihundrede og otteogfyrre,1
10389,ottehundrede og otteogfirs; tohundrede og tyve,0
10390,tyve; syv,0
10391,femhundrede og niogtyve; sekshundrede og seksogfyrre,1
10392,sekshundrede og fireogfyrre; nihundrede og seksogtreds,1
10393,femhundrede og seksten; sekshundrede og nioghalvfjerds,1
10394,nihundrede og syvogfirs; sekshundrede og enogtreds,0
10395,femhundrede og tyve; firehundrede og otteogtyve,0
10396,niogtyve; firehundrede og halvfjerds,1
10397,femhundrede og niogtyve; trehundrede og syvogfyrre,0
10398,syvhundrede og fireoghalvtreds; ottehundrede og syvoghalvtreds,1
10399,femoghalvfjerds; sekshundrede og ni,1
10400,ethundrede og syvoghalvtreds; femhundrede og treogfyrre,1
10401,sekshundrede og to; trehundrede og tyve,0
10402,trehundrede og tooghalvtreds; syvogfirs,0
10403,nihundrede og nitten; seksoghalvfjerds,0
10404,trehundrede og toogtreds; sekshundrede og enogfyrre,1
10405,femhundrede og toogfirs; firehundrede og firs,0
10406,trehundrede og syvoghalvtreds; nihundrede og syvogtreds,1
10407,syvhundrede og otteogtyve; firehundrede og fem,0
10408,tohundrede og enoghalvtreds; otteoghalvtreds,0
10409,sekshundrede og treogtyve; firehundrede og syvogfyrre,0
10410,femhundrede og halvtreds; firehundrede og seksogtreds,0
10411,firehundrede og fireoghalvfjerds; toogtredive,0
10412,sekshundrede og halvfjerds; treds,0
10413,tohundrede og nitten; sekshundrede og femoghalvfems,1
10414,ottehundrede og otte; femhundrede og seksoghalvfjerds,0
10415,trehundrede og sytten; femhundrede og fireoghalvfjerds,1
10416,trehundrede og treogtyve; nihundrede og femogfirs,1
10417,firehundrede og enogtreds; firehundrede og treds,0
10418,sekshundrede og fire; ethundrede og syvogtredive,0
10419,tohundrede og niogfyrre; syvhundrede og femogtredive,1
10420,tohundrede og sytten; tohundrede og treogfirs,1
10421,trehundrede og syvogfyrre; sekshundrede og otteoghalvfems,1
10422,ethundrede og toogtyve; femhundrede og syvogtyve,1
10423,nihundrede og halvfems; syvhundrede og tre,0
10424,trehundrede og femogtyve; syvhundrede og tooghalvfjerds,1
10425,syvhundrede og treoghalvfems; femhundrede og fireoghalvfjerds,0
10426,treogfirs; sekshundrede og syvogtyve,1
10427,trehundrede og femoghalvtreds; sekshundrede og seksten,1
10428,nihundrede og toogtredive; ethundrede og toogfyrre,0
10429,nihundrede og seksoghalvfems; femhundrede og halvfems,0
10430,nihundrede og ni; nihundrede og fireoghalvtreds,1
10431,ethundrede og nioghalvfems; sekshundrede og otte,1
10432,syvhundrede og seksten; tohundrede og tretten,0
10433,trehundrede og treogfyrre; trehundrede og enoghalvfjerds,1
10434,ethundrede og enogfyrre; ethundrede og otteogfyrre,1
10435,otteogtyve; nihundrede og enogtyve,1
10436,nihundrede og femoghalvtreds; nihundrede og firs,1
10437,firehundrede og otteoghalvfems; tyve,0
10438,nihundrede og tretten; femhundrede og et,0
10439,trehundrede og firs; sekshundrede og tretten,1
10440,sekshundrede og otteogtredive; ottehundrede og fire,1
10441,sekshundrede og toogfirs; femhundrede og femogfyrre,0
10442,nihundrede og syvogfyrre; ottehundrede og niogtreds,0
10443,sekshundrede og syvoghalvtreds; syvhundrede og halvfems,1
10444,to; femhundrede og seksoghalvfems,1
10445,trehundrede og enogfirs; trehundrede og syvoghalvfjerds,0
10446,ethundrede og fireogtredive; trehundrede og niogfyrre,1
10447,trehundrede og syvogtreds; femhundrede og seksogtreds,1
10448,ottehundrede og toogfyrre; tohundrede og seksten,0
10449,ethundrede og firs; trehundrede og nioghalvfems,1
10450,syvhundrede og femogtreds; niogtyve,0
10451,sekshundrede og treogtreds; ethundrede og niogtyve,0
10452,syvhundrede og fireogtyve; syvhundrede og et,0
10453,femhundrede og nioghalvfjerds; trehundrede og otteoghalvtreds,0
10454,tohundrede og nitten; ethundrede,0
10455,femhundrede og tre; nihundrede og halvfems,1
10456,tooghalvfjerds; trehundrede og syv,1
10457,trehundrede og syvogtreds; syvhundrede og treogfyrre,1
10458,syvhundrede og syv; ethundrede og enogtreds,0
10459,ethundrede og et; ottehundrede og otteogtyve,1
10460,ethundrede og enoghalvtreds; femhundrede og tooghalvtreds,1
10461,femogfirs; seksogtreds,0
10462,syvhundrede og atten; seksogtredive,0
10463,femhundrede og tooghalvfems; niogfyrre,0
10464,nihundrede og atten; firehundrede og enogtredive,0
10465,femhundrede og nioghalvfems; trehundrede og toogtredive,0
10466,enogtreds; firehundrede og otteogtredive,1
10467,ottehundrede og fireogtyve; sekshundrede og femoghalvfems,0
10468,seksogtreds; seksogfirs,1
10469,trehundrede og fireogtredive; niogfyrre,0
10470,syvhundrede og treogtyve; treoghalvfjerds,0
10471,ethundrede og otteoghalvfems; fireogtredive,0
10472,sekshundrede og treoghalvfems; trehundrede og treoghalvfjerds,0
10473,ethundrede og seks; sekshundrede og et,1
10474,tohundrede og treoghalvfems; ottehundrede og et,1
10475,sekshundrede og seksten; syvhundrede og femogfyrre,1
10476,trehundrede og syv; ottehundrede og et,1
10477,tohundrede og femogtyve; nihundrede og seksogtreds,1
10478,trehundrede og seks; syvhundrede og seksogtredive,1
10479,seksogfirs; syvhundrede og femoghalvfems,1
10480,tohundrede og seks; ethundrede og niogfyrre,0
10481,syvhundrede og treogtredive; tohundrede og enogtyve,0
10482,femhundrede og treogfyrre; femhundrede og femogtredive,0
10483,nihundrede og treoghalvtreds; trehundrede og otteogfirs,0
10484,syvhundrede og syvogtyve; ottehundrede og enogtreds,1
10485,trehundrede og femogtredive; firehundrede og enoghalvtreds,1
10486,tohundrede og tretten; ottehundrede og treogtreds,1
10487,tohundrede og femogfyrre; ethundrede og tyve,0
10488,ottehundrede og fyrre; femhundrede og otteogfyrre,0
10489,syvhundrede og seksoghalvfjerds; ethundrede og halvfems,0
10490,fjorten; ethundrede og seksogtredive,1
10491,ethundrede og niogtyve; trehundrede og femogtyve,1
10492,ottehundrede og otteogtyve; tohundrede og enoghalvfjerds,0
10493,ethundrede og tredive; firehundrede og enogfirs,1
10494,femhundrede og otte; tolv,0
10495,seks; ottehundrede og otteogfyrre,1
10496,syvhundrede og ni; ottehundrede og tolv,1
10497,firehundrede og toogtyve; firehundrede og sytten,0
10498,femhundrede og tooghalvtreds; femhundrede og fyrre,0
10499,sekshundrede og treogtreds; sekshundrede og niogtyve,0
10500,ethundrede og firs; firehundrede og femoghalvfjerds,1
10501,tohundrede og fireoghalvtreds; ottehundrede og enoghalvtreds,1
10502,femhundrede og otteogfirs; trehundrede og syvogfyrre,0
10503,sekshundrede og otteoghalvfjerds; firehundrede og syvoghalvfems,0
10504,trehundrede og treogfyrre; firehundrede og otteogtreds,1
10505,syvhundrede og elleve; sekshundrede og syv,0
10506,trehundrede og enogtredive; firehundrede og treoghalvfems,1
10507,nihundrede og nitten; femhundrede og fireogfirs,0
10508,firehundrede og niogtyve; ethundrede og fireoghalvfems,0
10509,trehundrede og niogtreds; toogtredive,0
10510,ethundrede og tooghalvfjerds; ethundrede og treoghalvtreds,0
10511,ottehundrede og niogtyve; ethundrede og treogfyrre,0
10512,trehundrede og atten; toogtredive,0
10513,syvhundrede og fjorten; tohundrede og nioghalvfjerds,0
10514,femhundrede og fem; nihundrede og seksoghalvfjerds,1
10515,tohundrede og treoghalvtreds; ottehundrede og enoghalvfems,1
10516,ottehundrede og otteoghalvfjerds; ni,0
10517,tohundrede og atten; femhundrede og firs,1
10518,sekshundrede og enogfyrre; femhundrede og syvogfyrre,0
10519,tohundrede og otteogtreds; ethundrede og syvogtredive,0
10520,toogfirs; firehundrede og seksten,1
10521,syvhundrede og femogfirs; nihundrede og treogtreds,1
10522,seksoghalvtreds; tohundrede og enogtreds,1
10523,ethundrede og femogtredive; nihundrede og tooghalvfems,1
10524,ethundrede og treogfyrre; firehundrede og ni,1
10525,trehundrede og seksoghalvfems; tohundrede og nitten,0
10526,femhundrede og atten; ethundrede og syvoghalvfems,0
10527,firehundrede og femogtredive; sekshundrede og seksogtyve,1
10528,sekshundrede og otteogtredive; ottehundrede og tooghalvfjerds,1
10529,niogfirs; enogfirs,0
10530,syvhundrede og femogtyve; sekshundrede og nitten,0
10531,ottehundrede og enoghalvtreds; sekshundrede og fjorten,0
10532,ethundrede og treoghalvfems; ottehundrede og otteogtreds,1
10533,trehundrede og nioghalvfjerds; femhundrede og toogfirs,1
10534,tohundrede og halvfems; nihundrede og treogfirs,1
10535,femhundrede og enogtyve; ottehundrede og treogfyrre,1
10536,syvhundrede og niogfyrre; firehundrede og toogfyrre,0
10537,ethundrede og fyrre; firehundrede og fireogtredive,1
10538,ottehundrede og nioghalvtreds; nihundrede og enogtyve,1
10539,ethundrede og toogfyrre; syvhundrede og niogtyve,1
10540,ottehundrede og halvtreds; seksoghalvfjerds,0
10541,firs; sekshundrede og syvogtreds,1
10542,enogtreds; ottehundrede og seksoghalvfems,1
10543,trehundrede og seksoghalvtreds; tohundrede og syvogtreds,0
10544,treoghalvfjerds; sekshundrede og tolv,1
10545,syvhundrede og otteoghalvfjerds; fem,0
10546,nihundrede og femoghalvtreds; ethundrede og enoghalvfjerds,0
10547,syvhundrede og otteogtredive; syvhundrede og otteoghalvfems,1
10548,tohundrede og ni; ethundrede og atten,0
10549,femhundrede og fyrre; syvhundrede og enoghalvfjerds,1
10550,syvhundrede og nitten; firehundrede og niogtredive,0
10551,trehundrede og sytten; ethundrede og to,0
10552,femhundrede og enoghalvtreds; trehundrede og atten,0
10553,firehundrede og seksogfirs; trehundrede og nioghalvtreds,0
10554,femhundrede og tyve; ottehundrede og fireogtreds,1
10555,tohundrede og enoghalvfjerds; ethundrede og enogfyrre,0
10556,tyve; sekshundrede og treoghalvtreds,1
10557,ethundrede og otteogtyve; femhundrede og syvogtyve,1
10558,sekshundrede og seksogfyrre; firehundrede og ti,0
10559,ethundrede og syvogfyrre; firehundrede og seksoghalvtreds,1
10560,ethundrede og tre; tohundrede og toogtyve,1
10561,nihundrede og tooghalvtreds; femhundrede og treoghalvtreds,0
10562,trehundrede og fyrre; trehundrede og treogfirs,1
10563,syvhundrede og enogfyrre; syvhundrede og otteoghalvtreds,1
10564,nihundrede og et; trehundrede og seksogtreds,0
10565,sekshundrede og otteogtreds; tohundrede og niogtreds,0
10566,ethundrede og enogtredive; trehundrede og firs,1
10567,syvhundrede og nioghalvfjerds; fem,0
10568,femhundrede og fireoghalvtreds; ottehundrede og enoghalvfems,1
10569,sekshundrede og halvfems; tohundrede og syvogtredive,0
10570,nihundrede og otteoghalvtreds; femhundrede og enogtyve,0
10571,ethundrede og halvfjerds; nihundrede og ti,1
10572,tohundrede og enoghalvtreds; tohundrede og atten,0
10573,nihundrede og atten; sekshundrede og otteogfyrre,0
10574,trehundrede og syvogfirs; femhundrede og syvoghalvfjerds,1
10575,ottehundrede og syvogtreds; toogtreds,0
10576,ethundrede og femogfirs; sekshundrede og seksoghalvfjerds,1
10577,firehundrede og fireogtreds; treoghalvfjerds,0
10578,trehundrede og fire; ottehundrede og seksogfirs,1
10579,ethundrede og otte; ethundrede og syvoghalvtreds,1
10580,femhundrede og treoghalvfjerds; syvhundrede og nitten,1
10581,ethundrede og fireogtreds; sekshundrede og nioghalvtreds,1
10582,ethundrede og firs; ottehundrede og femogfirs,1
10583,ottehundrede og otteogtredive; toogtreds,0
10584,trehundrede og halvfjerds; firehundrede og sytten,1
10585,ethundrede og syvoghalvfems; nihundrede og syvogtyve,1
10586,tooghalvtreds; toogtyve,0
10587,nihundrede og treoghalvfems; trehundrede og seksoghalvfjerds,0
10588,tohundrede og nioghalvfems; tretten,0
10589,tohundrede og otteogfyrre; niogtreds,0
10590,trehundrede og enoghalvtreds; ethundrede og seksogfyrre,0
10591,firehundrede og syvoghalvtreds; ottehundrede og nioghalvfems,1
10592,tohundrede og toogfirs; sekshundrede og otteogtreds,1
10593,nihundrede og syvogtreds; nihundrede og fireogfirs,1
10594,nihundrede og treoghalvfems; syvhundrede og enogfyrre,0
10595,ethundrede og treogtreds; ethundrede og syvoghalvfjerds,1
10596,ottehundrede og syvogfirs; femhundrede og enogtredive,0
10597,ottehundrede og nioghalvfjerds; firehundrede og ti,0
10598,sekshundrede og nioghalvfjerds; firehundrede og toogtyve,0
10599,tohundrede og treogtyve; syvhundrede og syvogtyve,1
10600,firehundrede og tooghalvfems; sekshundrede og fjorten,1
10601,ottehundrede og enogfirs; otteoghalvfjerds,0
10602,syvhundrede og fireoghalvfems; nihundrede og niogtreds,1
10603,ni; ethundrede og otteogfyrre,1
10604,sekshundrede og syvoghalvfems; sekshundrede og fireogtreds,0
10605,ethundrede og enogfyrre; sekshundrede og tooghalvfjerds,1
10606,ethundrede og seksoghalvfjerds; femhundrede og tooghalvfjerds,1
10607,nihundrede og niogfirs; nihundrede og syvogfyrre,0
10608,fireogfyrre; firehundrede og toogfirs,1
10609,trehundrede og treogtreds; syvhundrede og treogfyrre,1
10610,tohundrede og enogtredive; ti,0
10611,trehundrede og treds; tohundrede og enogtredive,0
10612,femogtredive; ottehundrede og femten,1
10613,ottehundrede og tredive; femhundrede og tyve,0
10614,seksoghalvfjerds; trehundrede og seksogtyve,1
10615,sekshundrede og tretten; nihundrede og otteogtredive,1
10616,tohundrede og enogfirs; femhundrede og enoghalvfjerds,1
10617,ethundrede og seks; syvhundrede og atten,1
10618,sekshundrede og enoghalvfjerds; tohundrede og otteogtyve,0
10619,nihundrede og tooghalvfems; syvhundrede og fireogtredive,0
10620,tohundrede og et; ethundrede og to,0
10621,ottehundrede og to; firehundrede og femogtredive,0
10622,syvhundrede og sytten; femhundrede og treogtredive,0
10623,femhundrede og seksten; syvhundrede og ni,1
10624,syvhundrede og enogtredive; firehundrede og seksoghalvfems,0
10625,trehundrede og treogfirs; tohundrede og fireoghalvtreds,0
10626,trehundrede og enogtreds; femhundrede og femogtredive,1
10627,trehundrede og treoghalvfjerds; nihundrede og seksogfyrre,1
10628,femhundrede og toogfirs; trehundrede og niogtreds,0
10629,sekshundrede og seksoghalvtreds; sekshundrede og treds,1
10630,tohundrede og niogfirs; femhundrede og halvfems,1
10631,trehundrede og otte; nihundrede og femoghalvfems,1
10632,tohundrede og seksogfyrre; ottehundrede og otteoghalvfems,1
10633,otteogtreds; ethundrede og fyrre,1
10634,nihundrede og treogtredive; firehundrede og femoghalvtreds,0
10635,trehundrede og niogtredive; ethundrede og syvoghalvtreds,0
10636,tohundrede og ni; tohundrede og otte,0
10637,trehundrede og treogfyrre; ethundrede og enoghalvfjerds,0
10638,toogtredive; ethundrede og otte,1
10639,ottehundrede og tretten; syvhundrede og toogtreds,0
10640,tohundrede og fireogfyrre; trehundrede og ti,1
10641,syvhundrede og treoghalvfems; ottehundrede og tooghalvfems,1
10642,sekshundrede og toogfyrre; tohundrede og syvogtredive,0
10643,tohundrede og toogtreds; nihundrede og femogtyve,1
10644,sekshundrede og tre; trehundrede og ti,0
10645,trehundrede og treogfyrre; femhundrede og femogtreds,1
10646,ottehundrede og treogtyve; ethundrede og enoghalvfjerds,0
10647,niogfyrre; nihundrede og otteogfyrre,1
10648,firehundrede og toogtreds; sekshundrede og seksoghalvfems,1
10649,firehundrede og syvogtreds; ethundrede og seksogtyve,0
10650,firehundrede og fireogtyve; sekshundrede og to,1
10651,femhundrede og ti; femhundrede og treds,1
10652,syvhundrede og syvogtyve; tohundrede og treoghalvfems,0
