,nums,labels
0,八百七十三; 五百三十九,0
14963,百五十八; 七十三,0
14964,五百二十一; 九百十四,1
14965,百八十二; 三百十六,1
14966,四百五十九; 九百九十三,1
14967,四百三十二; 百三十二,0
14968,四百九十二; 七百六十三,1
14969,五百七十; 七百五,1
14970,八十八; 四百三十五,1
14971,五百三十九; 九百八十一,1
14972,三百十三; 四十三,0
14973,九百五十六; 四百九十一,0
14974,百七十四; 八百八十六,1
14975,五百六十二; 七百七十五,1
14976,二百八十六; 百八十二,0
14977,二百六十; 九百五十九,1
14978,三百四十四; 九十八,0
14979,八百二十三; 三百六十,0
14980,七百五十八; 二百五十七,0
14981,八百八十二; 九百六,1
14982,八百十一; 五百四十,0
14983,六百三十九; 八百二十一,1
14984,九十一; 二百六十三,1
14985,五百三十六; 四十九,0
14986,六百五十二; 四百十九,0
14987,八百七十二; 百五十四,0
14988,九百五十; 二百二十八,0
14989,四百十五; 六百三十九,1
14990,四百九十五; 五百六,1
14991,八百五十二; 九十五,0
14992,三百十九; 二百二,0
14993,四百五十九; 二百九十二,0
14994,三百八十三; 七百九十二,1
14995,六百九十; 八百四十七,1
14996,八百六十八; 百二十九,0
14997,八百五十二; 三百一,0
14998,百二十一; 四百三十九,1
14999,三百九十九; 七百十一,1
15000,九十二; 七百五十四,1
15001,百六十七; 百七十九,1
15002,七百七十七; 八百九十四,1
15003,四十三; 百八,1
15004,八百四十五; 十三,0
15005,三百七十三; 七百八十九,1
15006,百十八; 六百九十五,1
15007,九百五十四; 九十,0
15008,五百六; 六百六十三,1
15009,八十六; 百七,1
15010,六百二十七; 六百七十二,1
15011,百二十四; 六百三十五,1
15012,二百八十二; 四百八,1
15013,百九十六; 百五十三,0
15014,四十; 五百四十一,1
15015,六百三十二; 三百五十二,0
15016,四百四十六; 二百七十四,0
15017,三百八十九; 九,0
15018,八百九十七; 三百七十一,0
15019,六百八十四; 百八十九,0
15020,百五十四; 百三十四,0
15021,七百二十; 三百三十一,0
15022,四百七十五; 二百八十八,0
15023,七百三; 九百三十八,1
15024,六百三十七; 六百二十八,0
15025,三百三; 四百六十一,1
15026,二百二十七; 百七十八,0
15027,九百九十八; 五百八,0
15028,三百; 九百四十一,1
15029,五百六十四; 七百四十五,1
15030,二百十六; 四百三十,1
15031,八百八十五; 七百四十八,0
15032,八百三; 四百七十七,0
15033,六百三十; 九百十一,1
15034,三十七; 五百九十二,1
15035,八十; 五百四十六,1
15036,二百十四; 九百十三,1
15037,五百三十四; 七百二,1
15038,百八十二; 三百二,1
15039,九百二十三; 八百,0
15040,八百四十三; 六百三十五,0
15041,六百五十七; 二百十,0
15042,七百二十五; 二百二十七,0
15043,二百四十; 二百七十五,1
15044,二; 五百八十三,1
15045,七百二; 六百十四,0
15046,四百九十二; 九百三十六,1
15047,七百六十六; 七百四十二,0
15048,百二十二; 八百九十八,1
15049,七百八十五; 七百九十五,1
15050,二百六十三; 九百三,1
15051,百八十八; 九百十九,1
15052,二百二十二; 五百八十五,1
15053,百七十五; 五百七十,1
15054,三百五; 五百六十四,1
15055,四百五十三; 三百三,0
15056,五百七十三; 九百七十,1
15057,七百五; 三百八十七,0
15058,百七; 八百二十八,1
15059,九十三; 四百十八,1
15060,三百二十九; 百二,0
15061,八; 七百九十九,1
15062,七百七十五; 十六,0
15063,三百九十七; 八,0
15064,七十四; 三百六十二,1
15065,百十九; 九百三十,1
15066,五百九十一; 百六十二,0
15067,七百九十八; 五百十八,0
15068,二十三; 百四十六,1
15069,二十四; 七百八十一,1
15070,六百五十一; 八百二十三,1
15071,八百八十六; 九百八十六,1
15072,百六十八; 五百六十四,1
15073,四十三; 二百六十八,1
15074,四百七十六; 六百,1
15075,二百六十; 六百二十,1
15076,八百四十七; 百四十三,0
15077,五百六十五; 三百六十二,0
15078,四百十八; 二百十八,0
15079,四十九; 九百四十八,1
15080,三十四; 八百五十八,1
15081,七百六十一; 二百七十五,0
15082,三百六十四; 四百五十三,1
15083,八百十八; 五百七十三,0
15084,九百四十七; 三百四十一,0
15085,四十八; 二百二十七,1
15086,五百七十; 七百六十六,1
15087,三百二十八; 八十,0
15088,七百八十七; 二十,0
15089,四百五十一; 三百七十七,0
15090,七百二十一; 七百九十七,1
15091,九百三十; 七百九十五,0
15092,九十四; 七百五十五,1
15093,八百九十一; 七百九十一,0
15094,八百二十二; 九十一,0
15095,三百五十六; 百五十四,0
15096,七百七十一; 八十八,0
15097,六百七十六; 六百六十三,0
15098,六百三十七; 二百二十一,0
15099,八百三十八; 八十八,0
15100,五百四十三; 三百七十八,0
15101,九百五十五; 三百九十八,0
15102,八百六十九; 七百七十,0
15103,六百九十二; 九百四十七,1
15104,五百四十五; 六百六十九,1
15105,四百六十五; 五百八十五,1
15106,六百六十七; 五百四十二,0
15107,二百二十五; 六百,1
15108,四百九十五; 七百五十一,1
15109,七; 八百四十三,1
15110,二十二; 八百二十八,1
15111,五百三十四; 二十五,0
15112,九百四十; 三十一,0
15113,九百四十六; 三百三十七,0
15114,六百十三; 百十七,0
15115,二百九十五; 七百二十三,1
15116,三百四十六; 四百五十八,1
15117,五百三十六; 三百一,0
15118,五百二十九; 九百三十二,1
15119,九百六十六; 三百三十四,0
15120,七百四十二; 二百五十八,0
15121,四百五十一; 三百二十五,0
15122,八百六; 九,0
15123,四百七十六; 六十,0
15124,五百四十; 四百四十,0
15125,三百四十八; 八百五十五,1
15126,十九; 百一,1
15127,四百五十八; 百六十一,0
15128,八百八十四; 二百五十五,0
15129,七百五十六; 二百七十三,0
15130,四百四十; 三百十四,0
15131,百六十一; 八百六十一,1
15132,四百四十九; 百二十五,0
15133,二百三十三; 三百六十,1
15134,四百三十七; 百五十三,0
15135,二百五十七; 五百六,1
15136,九百八十七; 五百四十一,0
15137,六百四十五; 九百三十六,1
15138,五百四; 百五十,0
15139,二百二十七; 五百六十六,1
15140,四十七; 七百五十八,1
15141,八百九; 四十,0
15142,六百七十一; 八百,1
15143,八百五十六; 二百四十六,0
15144,七百八; 二百四十三,0
15145,二百五十四; 二百二,0
15146,六百十; 八百七十三,1
15147,九百五十五; 四百三十四,0
15148,百五十一; 百七十五,1
15149,六百五十三; 百八十三,0
15150,六百六十; 八百七十二,1
15151,百六; 九百九十七,1
15152,二百二十三; 四百七十九,1
15153,九百三十八; 八百八十三,0
15154,六百六十; 六百五十一,0
15155,七百二十一; 四百四十六,0
15156,十二; 九百七十九,1
15157,四百八十八; 五百七十六,1
15158,三百九十八; 八百四十二,1
15159,四百十八; 八百十八,1
15160,四百七十二; 三百三十一,0
15161,五百九十六; 七百二十四,1
15162,五百七十八; 百六,0
15163,七百四十一; 二百七十,0
15164,八百九十四; 八百五十九,0
15165,二百二十一; 八百十一,1
15166,百六十二; 五百四十六,1
15167,九百二十八; 六百六十六,0
15168,九百十七; 八,0
15169,六十八; 百六,1
15170,九百七十四; 八百三十二,0
15171,三百七十五; 四十四,0
15172,七百九十六; 六百二十一,0
15173,七百五十; 六百四,0
15174,三十九; 三百七十一,1
15175,五百五十二; 六百五十五,1
15176,九百二十; 五百四,0
15177,百九十六; 四百三十三,1
15178,八百五十四; 八百五十九,1
15179,八百二十三; 二百五十,0
15180,七百十; 二百三十五,0
15181,六百六十七; 三百五十二,0
15182,七百十二; 六百八十一,0
15183,百十四; 六百六十四,1
15184,九百八十九; 四百九十五,0
15185,九十四; 百十九,1
15186,七百五; 九百五十九,1
15187,三百九十一; 七十六,0
15188,七百九十三; 八百六十一,1
15189,七百三十一; 六百八十六,0
15190,四百九十九; 八百九十二,1
15191,八百十二; 四百四十七,0
15192,九百二; 百八十三,0
15193,九百六十七; 七百九十九,0
15194,六百六十九; 二百二,0
15195,八百四十; 三十八,0
15196,二百十四; 八百六十六,1
15197,六百六十九; 八,0
15198,五百七十一; 六百四十一,1
15199,六百二十六; 四百九十一,0
15200,百四十二; 三百五十七,1
15201,三百六十七; 八百三十六,1
15202,三百四十四; 四百六十七,1
15203,三百七; 九百六十七,1
15204,二百九十八; 二百五十九,0
15205,四百三十七; 七百九十二,1
15206,四百十八; 二百六十二,0
15207,四百四十五; 五,0
15208,九百五十九; 八百五十六,0
15209,七百四十; 四百七十四,0
15210,二百四十六; 四百八十五,1
15211,八百九十五; 二百一,0
15212,七百五十五; 九百二十三,1
15213,二百三十三; 五百四十三,1
15214,八百十七; 八百四十七,1
15215,五百; 八百二十九,1
15216,六百八十四; 十,0
15217,百九十九; 八十五,0
15218,五百七十九; 六十八,0
15219,七百四十八; 三十四,0
15220,九百七十一; 九百十七,0
15221,四百六十七; 七百十九,1
15222,六百三; 八,0
15223,五十二; 八百三十五,1
15224,六百八十六; 九百八十九,1
15225,三百六十八; 四百二十二,1
15226,七百三; 四百五十五,0
15227,九百三十二; 九百九十九,1
15228,四百十七; 四百四十六,1
15229,四百九十八; 百二十三,0
15230,六百八十一; 百五,0
15231,九百八十八; 六百四十三,0
15232,三百九十一; 七十九,0
15233,三百三十四; 七百七十五,1
15234,四百五十一; 三百四十二,0
15235,五百八十三; 四百五十八,0
15236,五百四十四; 三百二十一,0
15237,九百十八; 九百五十八,1
15238,九百十六; 百十二,0
15239,九百一; 九百二,1
15240,二百五十七; 二百六,0
15241,五百十七; 四百二十四,0
15242,八百六十; 九百四十五,1
15243,七百三十二; 五百六十五,0
15244,四十四; 百九十九,1
15245,九百四十三; 三百四十七,0
15246,百五十; 四百五十一,1
15247,二百八十六; 三百三十四,1
15248,四百七; 百七十四,0
15249,三百七十; 四百二十七,1
15250,百十三; 七百三十七,1
15251,九百十七; 六百九十四,0
15252,六百八十三; 五,0
15253,七百二十八; 九百三十五,1
15254,三百六十七; 七十五,0
15255,七百六十; 四百三十四,0
15256,五百八十; 二十八,0
15257,三百七十四; 五百二十七,1
15258,五百二十二; 百三十四,0
15259,八百九十四; 八百七,0
15260,六百六十四; 三百二十九,0
15261,三百四十五; 二百七十五,0
15262,四百七十三; 九百十二,1
15263,八百三十七; 八百四十一,1
15264,八百四十二; 九百七十三,1
15265,五百九十八; 四百二十九,0
15266,八百二十一; 二百九十九,0
15267,四百五十二; 百九十一,0
15268,百五十八; 五百九十七,1
15269,九百八十七; 十六,0
15270,二百四; 六百四,1
15271,四十三; 二百三十六,1
15272,三百六十七; 七百八十七,1
15273,九百八十九; 八十四,0
15274,七百三十一; 七百二十,0
15275,五百八; 二百,0
15276,二百八十一; 八百七十四,1
15277,百二十; 百四十九,1
15278,九百二十六; 七百七十四,0
15279,六百二十五; 百九十一,0
15280,百七十二; 三,0
15281,二百九十四; 百十六,0
15282,七百四十一; 四百五十七,0
15283,五百十七; 九百六十五,1
15284,二百六十二; 八百六,1
15285,七百五十八; 七百八十九,1
15286,百五; 二百六十四,1
15287,七百六十六; 六百八十,0
15288,五百六十三; 七百四十二,1
15289,三百十; 三百九十三,1
15290,五百十九; 五百二,0
15291,九百三十五; 五百五十六,0
15292,六百十三; 四百七,0
15293,百六十六; 七百六十一,1
15294,六百七十; 九十六,0
15295,三十四; 三百十二,1
15296,六百七十五; 九百六十九,1
15297,百九十二; 六百六十三,1
15298,二百三十六; 四百七十五,1
15299,五百八十; 二百五十四,0
15300,九百八十四; 二百四十七,0
15301,三十六; 六百四十,1
15302,四百八十二; 九百二十二,1
15303,五百四十二; 三百九十,0
15304,七百二十七; 五百一,0
15305,四百九十三; 四百九十四,1
15306,六百十七; 三百七十八,0
15307,五百三十四; 八百六十七,1
15308,三百五十三; 五十二,0
15309,五百十九; 七百四十二,1
15310,七百九十七; 百八十一,0
15311,五百三十五; 五百四十八,1
15312,九百十九; 八百五,0
15313,四百九十; 二百五十七,0
15314,八百五十六; 三百二十五,0
15315,百二十七; 四百五十,1
15316,六百五十一; 九百十九,1
15317,六百三十六; 五百五十六,0
15318,六; 二百二十二,1
15319,四百三十五; 六百九十六,1
15320,三百六十九; 七百三十五,1
15321,五百五十二; 九百四十五,1
15322,九十七; 四百五十二,1
15323,七百九十八; 八百九,1
15324,百七十八; 六百四十,1
15325,百八十七; 百十九,0
15326,九百四十六; 二百七十四,0
15327,六百四十; 七百四,1
15328,六百七十一; 百七,0
15329,四百五十三; 五百四十六,1
15330,八百五十三; 六百四十,0
15331,三百九十; 百十六,0
15332,四百八十七; 五百六十,1
15333,六百五十二; 三百十七,0
15334,四百十九; 四百六十,1
15335,九百二; 百二十一,0
15336,九百八十八; 三十九,0
15337,五百十二; 二百八十八,0
15338,八十; 二百九十五,1
15339,七百六十四; 二百七十二,0
15340,五十五; 二百三十七,1
15341,三十一; 二百九十五,1
15342,四百七十六; 八百十九,1
15343,九百三十五; 七百六,0
15344,七百七十一; 九百二十九,1
